标题,来源,下载方式,链接
2019 专家共识：中国中青年人群高血压的管理,中华医学会心血管病学分会(Chinese Society of Cardiology),有其他版本站内免费下载,https://guide.medlive.cn/guideline/19204
2019 AAO临床指南：视网膜静脉阻塞,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19242
2019 AAO临床指南：糖尿病视网膜病变,"美国眼科学会(AAO,American Academy of Ophthalmology)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/19783
2019 AAO临床指南：年龄相关性黄斑变性,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19789
2019 EPUAP快速参考指南：压力性溃疡／损伤的预防和治疗,欧洲压疮顾问小组(EPUAP),有解读有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/20101
2019 JBDS-IP指南：老年糖尿病患者衰弱的住院管理,"英国糖尿病协会联合住院治疗组(JBDS-IP,Joint British Diabetes Societiesfor Inpatient Care Group)",站内免费下载,https://guide.medlive.cn/guideline/20447
2019 CTS临床实践指南：COPD患者的药物治疗（证据更新）,"加拿大胸科学会(CTS,Canadian Thoracic Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21335
2019 AAO临床指南：特发性黄斑裂孔,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21384
2019 AAO临床指南：成人斜视,"美国眼科学会(AAO,American Academy of Ophthalmology)",站内免费下载,https://guide.medlive.cn/guideline/21644
2型糖尿病基层诊疗指南（实践版·2019）,"中华医学会(CMA,Chinese Medical Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/19300
2019 SIGN英国国家指南：慢性疼痛的管理（136）-修订版,"苏格兰校际指南网络(SIGN,Scottish Intercollegiate Guidelines Network)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21482
2019 KSCI指南：心血管磁共振检查,"韩国心血管影像学会(KSCI,Korean Society of Cardiovascular Imaging)",站内免费下载,https://guide.medlive.cn/guideline/19782
烟雾病治疗中国专家共识,烟雾病治疗中国专家共识编写组,会员可通过APP阅读,https://guide.medlive.cn/guideline/19605
耳鼻咽喉头颈外科围术期气道管理专家共识,中国临床麻醉/疼痛相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19450
新生儿黄疸规范化用药指导专家建议,《新生儿黄疸规范化用药指导专家建议》专家编写组,站内免费下载,https://guide.medlive.cn/guideline/19352
急性胰腺炎基层诊疗指南（2019年）,"中华医学会(CMA,Chinese Medical Association)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/19304
消痔灵注射治疗完全性直肠脱垂诊疗规范（第二次审议稿）,消痔灵注射疗法治疗完全性直肠脱垂专家共识组,站内免费下载,https://guide.medlive.cn/guideline/19295
妇科恶性肿瘤紫杉类药物临床应用专家共识,中华医学会妇科肿瘤学分会,有解读站内免费下载,https://guide.medlive.cn/guideline/19223
慢性阻塞性肺疾病急性加重抗感染治疗中国专家共识,慢性阻塞性肺疾病急性加重抗感染治疗中国专家共识编写组,会员可通过APP阅读,https://guide.medlive.cn/guideline/19189
中国慢性便秘专家共识意见（2019，广州）,中华医学会消化病学分会胃肠动力学组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/19155
早产儿出院后随访及管理建议,中国医师协会儿童健康专业委员会,站内免费下载,https://guide.medlive.cn/guideline/19151
ABO血型不相容亲属活体肾移植技术操作规范（2019版）,中华医学会器官移植学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/19162
2019 ICFSR国际临床实践指南：身体衰弱的识别和管理,"国际衰弱和肌肉减少症研究会议(ICFSR,International Conference of Frailty and Sarcopenia Research)",有翻译站内免费下载,https://guide.medlive.cn/guideline/19138
儿童肾移植技术操作规范（2019版）,中华医学会器官移植学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/19132
移植小肠病理学临床操作规范（2019版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/19122
经皮腰椎内镜手术加速康复外科实施流程专家共识,中国骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19116
儿童流感嗜血杆菌感染诊断及治疗专家建议,中华医学会儿科学分会感染学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/19110
青少年特发性脊柱侧凸后路矫形融合手术加速康复外科实施流程专家共识,中国骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19109
唇缺损局部组织瓣修复重建专家共识,中国口腔科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19106
抗组胺药治疗婴幼儿过敏性鼻炎的临床应用专家共识,中国医师协会儿科医师分会儿童耳鼻咽喉专业委员会,站内免费下载,https://guide.medlive.cn/guideline/19105
梯度压力袜用于静脉血栓栓塞症防治专家共识,国际血管联盟中国分部护理专业委员会,站内免费下载,https://guide.medlive.cn/guideline/19099
抗肿瘤药物处方审核专家共识———肝癌,中国抗癌协会肿瘤临床药学专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/19096
中国各类主要脑血管病诊断要点2019,中华医学会神经病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/19084
胃癌根治术标本规范淋巴结送检及操作中国专家共识（2019版）,中国抗癌协会胃癌专业委员会,站内免费下载,https://guide.medlive.cn/guideline/19081
中国胃食管反流病多学科诊疗共识,中国医疗保健国际交流促进会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/19072
中国脑血管病一级预防指南2019,中华医学会神经病学分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/19060
早期乳腺癌术后靶区勾画共识,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19054
中国肺结节病诊断和治疗专家共识,中华医学会呼吸病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/19039
68Ga-DOTA-生长抑素受体PET/CT神经内分泌肿瘤显像操作指南,中国影像科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/19006
早产儿母乳强化剂使用专家共识,早产儿母乳强化剂使用专家共识,会员可通过APP阅读,https://guide.medlive.cn/guideline/19004
中国痤疮治疗指南（2019修订版）,中国痤疮治疗指南专家组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18993
消化系统常见病功能性腹胀中医诊疗指南（基层医生版）,中华中医药学会脾胃病分会,站内免费下载,https://guide.medlive.cn/guideline/18959
2019 ESMO临床实践指南：皮肤黑色素瘤的诊断、治疗与随访,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19014
2019 EACTS/EACTA/EBCP指南：成人心脏术中心肺转流术,"欧洲心胸外科协会(EACTS,European Association for Cardio-Thoracic Surgery)",第三方数据库下载,https://guide.medlive.cn/guideline/19010
2019 JGES指南：结直肠内镜下黏膜剥离术/内镜下黏膜切除术,"日本消化器内视镜学会(JGES,The Japan Gastroenterological Endoscopy Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19013
2019 IPOG共识建议：青少年期发作复发性呼吸道乳头状瘤病,"国际小儿耳鼻喉科小组(IPOG,International Pediatric Otolaryngology Group)",站内免费下载,https://guide.medlive.cn/guideline/19275
2019 亚洲共识建议：优化发展中国家乙型肝炎病毒感染的诊断和初始治疗,国外肝病科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19446
2019 BSA建议：新生儿和成人听觉脑干反应（ABR）测试,"英国听力学学会(BSA,British Society of Audiology)",站内免费下载,https://guide.medlive.cn/guideline/21607
2019 BSG共识指南：成人炎症性肠病的管理,"英国胃肠病学会(BSG,British Society of Gastroenterology)",站内免费下载,https://guide.medlive.cn/guideline/18999
2019 NICE指南：蜂窝织炎和丹毒抗菌药物处方（NG.141）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/19008
2019 ERS指南：儿童支气管肺发育异常的长期管理,"欧洲呼吸学会(ERS,European Respiratory Society)",站内免费下载,https://guide.medlive.cn/guideline/19023
2019 EBMT指南建议：自体造血干细胞移植和其他细胞疗法在多发性硬化以及免疫介导的神经系统疾病的应用,"欧洲血液和骨髓移植学会(EBMT,European Society for Blood and Marrow Transplantation)",站内免费下载,https://guide.medlive.cn/guideline/19019
2019 共识建议：2型糖尿病和心血管疾病患者的管理,国外内分泌和心脏病专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/20565
2019 NICE指南：终止妊娠护理（NG.140）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/18978
2019 EULAR/ACR标准：系统性红斑狼疮的分类标准,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",有解读站内免费下载,https://guide.medlive.cn/guideline/18997
2019 AAP临床实践指南：儿童和青少年注意注意缺陷多动障碍的诊断，评估和治疗,"美国儿科学会(AAP,American Academy of Pediatrics)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/19000
2019 中国2型糖尿病医学诊疗标准（英文版）,"中华医学会糖尿病学分会(CDS,Chinese Diabetes Society)",站内免费下载,https://guide.medlive.cn/guideline/21666
CSCO胆道系统肿瘤诊断治疗专家共识（2019年版）,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/19064
2019 AHA科学声明：症状性外周动脉疾病患者监督运动疗法的实施,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/18968
2019 USPSTF建议声明：成人无症状细菌尿的筛查,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",站内免费下载,https://guide.medlive.cn/guideline/18986
2019 EACVI专家共识：成人心腔大小和主动脉根部心血管磁共振正常值及分级建议,"欧洲协会心血管影像协会(EACVI,European Association of Cardiovascular Imaging)",站内免费下载,https://guide.medlive.cn/guideline/18977
2019 ERAS建议：剖宫产术后护理指南,"促进术后恢复学会(ERAS,The Enhanced Recovery After Surgery Society)",站内免费下载,https://guide.medlive.cn/guideline/19562
2019 SIR临床实践指南：类风湿性关节炎,"意大利风湿病学学会(SIR,Italian Society of Rheumatology)",第三方数据库下载,https://guide.medlive.cn/guideline/19823
2019 SIR临床实践指南：痛风的诊断和管理,"意大利风湿病学学会(SIR,Italian Society of Rheumatology)",第三方数据库下载,https://guide.medlive.cn/guideline/19827
2019 SIR临床实践指南：膝、髋以及手部骨关节炎的诊断和管理,"意大利风湿病学学会(SIR,Italian Society of Rheumatology)",第三方数据库下载,https://guide.medlive.cn/guideline/21658
癫痫共患偏头痛诊断治疗的中国专家共识,"中国抗癫痫协会(CAAE,China Association Against Epilepsy)",站内免费下载,https://guide.medlive.cn/guideline/19038
维生素B6联用丰诺安新疗法治疗急性创伤性凝血病专家共识（2019）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/18998
2019 专家意见：麻醉实践中所有年龄段儿童意外困难气道的管理,国外麻醉相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18995
炎症性肠病妊娠期管理的专家共识意见,中华医学会消化病学分会炎症性肠病学组,站内免费下载,https://guide.medlive.cn/guideline/18976
2019 临床共识建议：继发性骨折的预防,"美国骨骼和矿物质研究学会(ASBMR,American Society for Bone and Mineral Research)",站内免费下载,https://guide.medlive.cn/guideline/18965
社区失智老年人初筛流程共识（草案）,中国老年保健医学研究会,站内免费下载,https://guide.medlive.cn/guideline/18985
2019 SOGC临床实践指南：孕周超声检测（No.388）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18994
2019 AIMS指南：绝经期睡眠障碍的治疗,"意大利睡眠医学协会(AIMS,Italian Association of Sleep Medicine)",有解读站内免费下载,https://guide.medlive.cn/guideline/18992
2019 EBMT共识建议：HLA半相合供体淋巴细胞输注的临床应用,"欧洲血液和骨髓移植学会(EBMT,European Society for Blood and Marrow Transplantation)",站内免费下载,https://guide.medlive.cn/guideline/18963
2019 欧洲初级医疗论坛意见书：初级医疗保健中的姑息治疗,欧洲初级医疗论坛(European Forum for Primary Care),站内免费下载,https://guide.medlive.cn/guideline/18975
2019 VA/DoD临床实践指南：慢性失眠和阻塞性睡眠呼吸暂停的管理（概要）,"退伍军人卫生署和美国国防部(VA/DoD,Veterans Health Administration and the US Department of Defense)",站内免费下载,https://guide.medlive.cn/guideline/20016
2019 CTS临床实践指南：慢性血栓栓塞性肺动脉高压的诊断,"加拿大胸科学会(CTS,Canadian Thoracic Society)",第三方数据库下载,https://guide.medlive.cn/guideline/20555
2019 EACTA国际共识：纤维蛋白原和纤维蛋白原浓缩物在心脏手术中的作用,"欧洲心胸麻醉协会(EACTA,European Association of Cardiothoracic Anaesthesiology)",站内免费下载,https://guide.medlive.cn/guideline/18971
2019 EASL临床实践指南：职业性肝病,"欧洲肝脏研究学会(EASL,European Association for the Study of the Liver)",有翻译站内免费下载,https://guide.medlive.cn/guideline/18957
2019 ESPGHAN指南：乳糜泻的诊断,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19018
2019 WFNS建议：脊髓型颈椎病后路手术技术,"世界神经外科联盟(WFNS,World Federation of Neurosurgical Societies)",站内免费下载,https://guide.medlive.cn/guideline/19076
2019 NICE指南：肺炎（医院获得性）的抗菌药物处方（NG.139）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/18909
2019 NICE指南：肺炎（社区获得性）的抗菌药物处方（NG.138）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/18918
2019 ILCOR共识声明：心跳骤停和心肺复苏结局报告,"国际复苏联络委员会(ILCOR,International Liaision Committee on Resuscitation)",站内免费下载,https://guide.medlive.cn/guideline/19128
2019 亚洲专家组共识建议：动态血压监测,亚洲心血管专家小组（统称）,有解读有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/18952
消化系统常见病溃疡性结肠炎中医诊疗指南（基层医生版）,中华中医药学会脾胃病分会,站内免费下载,https://guide.medlive.cn/guideline/18951
肾移植围手术期处理操作规范（2019版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/18947
肾移植排斥反应临床诊疗技术规范（2019版）,中华医学会器官移植学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18946
肾移植术后移植物功能延迟恢复诊疗技术规范（2019版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/18945
不明原因不孕症诊断与治疗中国专家共识,中华医学会生殖医学分会,站内免费下载,https://guide.medlive.cn/guideline/18936
活动性肺结核患者居家治疗感染控制的意见和建议,中国感染病相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18934
氟伏沙明临床应用专家建议,中国精神科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/18925
肝纤维化诊断及治疗共识（2019年）,"中华医学会肝病学分会(Chinese Society of Hepatology, CMA)",站内免费下载,https://guide.medlive.cn/guideline/18953
2019 CAG临床实践指南：胆汁酸腹泻的管理,"加拿大胃肠病学协会(CAG,The Canadian Association of Gastroenterology)",站内免费下载,https://guide.medlive.cn/guideline/18969
2019 全球专家共识：获得性血友病患者出血以及止血治疗应答临床评估,国外血液科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/18908
2019 ERS指南：成人和儿童慢性咳嗽的诊断和治疗,"欧洲呼吸学会(ERS,European Respiratory Society)",第三方数据库下载,https://guide.medlive.cn/guideline/18907
2019 RA临床实践指南：妊娠和肾脏病,"英国肾脏病协会(UKKA,UK Kidney Association)",有解读站内免费下载,https://guide.medlive.cn/guideline/19098
2017 JCS/JHFS指南：急慢性心力衰竭的诊断和治疗,"日本循环学会(JCS,Japanese Circulation Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18904
中国过敏性哮喘诊治指南（第一版，2019年）,中华医学会变态反应分会呼吸过敏学组（筹）,会员可通过APP阅读,https://guide.medlive.cn/guideline/18899
糖尿病足病医学营养治疗指南,"中华预防医学会(CPMA,Chinese Preventive Medicine Association)",站内免费下载,https://guide.medlive.cn/guideline/18890
2019 ACC专家共识决策路径：心力衰竭住院患者的风险评估，管理和临床路径,"美国心脏病学会(ACC,American College of Cardiology)",第三方数据库下载,https://guide.medlive.cn/guideline/18973
药物临床试验质量管理·广东共识（2019）,广东省药学会,站内免费下载,https://guide.medlive.cn/guideline/19056
2019 加拿大指南：帕金森病,加拿大帕金森学会(Parkinson’s Society of Canada),有其他版本站内免费下载,https://guide.medlive.cn/guideline/18889
2018 拉丁美洲单纯性复发性尿路感染的管理共识,国外泌尿外科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/18876
2018 JSH实践指南：血液恶性肿瘤—淋巴瘤：巨球蛋白血症/淋巴浆细胞性淋巴瘤,"日本血液学会(JSH,Japanese Society of Hematology)",站内免费下载,https://guide.medlive.cn/guideline/18874
2019 专家共识：院前和院内急诊雾化治疗,"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",第三方数据库下载,https://guide.medlive.cn/guideline/19276
2019 KHA-CARI指南：肾活检建议,"澳大利亚肾病指南委员会(CARI,Caring for Australasians with Renal Impairment)",站内免费下载,https://guide.medlive.cn/guideline/18865
2019 专家共识：应用正性肌力药治疗急性和晚期心力衰竭,国外心血管相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19090
儿童肾母细胞瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/19022
儿童视网膜母细胞瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18979
儿童肝母细胞瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18974
儿童及青少年非横纹肌肉瘤类软组织肉瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18970
儿童及青少年横纹肌肉瘤诊疗规范（2019 版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18961
儿童及青少年尤文肉瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18954
儿童及青少年骨肉瘤诊疗规范（2019版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18944
儿童神经母细胞瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18933
儿童ALK阳性间变性大细胞淋巴瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18932
儿童成熟B细胞淋巴瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18919
儿童霍奇金淋巴瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18914
儿童淋巴母细胞淋巴瘤诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18884
儿童噬血细胞综合征诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18881
儿童再生障碍性贫血诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18878
2019 ESCR共识文件：经导管主动脉瓣植入术前CT和MRI检查,"欧洲心血管影像学会(ESCR,European Societies of Cardiovascular Radiology)",站内免费下载,https://guide.medlive.cn/guideline/18877
儿童原发性免疫性血小板减少症诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18879
儿童血友病诊疗规范（2019年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18880
2019 EPPVDN共识声明：儿童肺动脉高压的诊断和治疗（更新）,"欧洲小儿肺血管病网络(EPPVDN,European Pediatric Pulmonary Vascular Disease Network)",站内免费下载,https://guide.medlive.cn/guideline/18882
2019 EANM实践指南：PET/CT检查甲状腺髓样癌,"欧洲核医学协会(EANM,European Association of Nuclear Medicine)",站内免费下载,https://guide.medlive.cn/guideline/18847
2019 HKSR共识建议：类风湿性关节炎的管理,"中国香港风湿病学会(HKSR,Hong Kong Society of Rheumatology)",站内免费下载,https://guide.medlive.cn/guideline/18875
2019 NICE指南：双胎和三胎妊娠（NG.137）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/18835
晚期产后出血诊治专家共识,中华医学会围产医学分会,站内免费下载,https://guide.medlive.cn/guideline/18841
穴位敷贴干预小儿反复呼吸道感染专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/18839
2019 ISNPR实践指南：应用Omega-3脂肪酸治疗抑郁症,"国际营养精神病学研究学会(ISNPR,International Society for Nutritional Psychiatry Research)",站内免费下载,https://guide.medlive.cn/guideline/18842
2019 USPSTF建议声明：用于降低乳腺癌风险的药物,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18843
2019 ECAS声明：与应用或滥用能量饮料相关的心血管事件,"欧洲心律协会(ECAS,European Cardiac Arrhythmia Society)",站内免费下载,https://guide.medlive.cn/guideline/18850
2019 国际临床实践指南：癌症患者静脉血栓栓塞的治疗和预防,"国际血栓形成和癌症创议(ITAC-CME,International Initiative on Thrombosis and Cancer)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18864
生物反馈疗法调治银屑病专家共识（2019）,银屑病防治研究教育专项基金委员会,站内免费下载,https://guide.medlive.cn/guideline/18873
交界性卵巢肿瘤诊治专家共识,"中国优生科学协会(CHBSA,China Healthy Birth Science Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18849
痞满中医临床实践指南（2018）,世界中医药学会联合会,站内免费下载,https://guide.medlive.cn/guideline/18824
2019 全球共识立场声明：睾酮疗法在女性中的应用,"国际绝经协会(IMS,International Menopause Society)",站内免费下载,https://guide.medlive.cn/guideline/18831
2019 ACOG委员会意见：围产期姑息治疗（No.786）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/18826
2019 AAS立场声明：HPV疫苗与自主神经疾病,"美国自主神经科学学会(AAS,American Autonomic Society)",站内免费下载,https://guide.medlive.cn/guideline/18832
2019 昆士兰临床指南：妊娠期外伤,"昆士兰卫生组织(QLD,Queensland Health)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18928
心房颤动分级诊疗服务技术方案,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/18885
2019 ATS临床实践指南：微生物实验室检测在诊断肺部真菌感染以及重症监护室内的应用,"美国胸科学会(ATS,American Thoracic Society)",站内免费下载,https://guide.medlive.cn/guideline/18815
2019 ACOG委员会意见：青少年出血性疾病患者月经大出血的筛查和管理（No.785）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/18823
2019 ASTRO临床实践指南：胰腺癌的放射治疗（概要）,"美国放射治疗及肿瘤学会(ASTRO,American Society for Therapeutic Radiology and Oncology)",有翻译站内免费下载,https://guide.medlive.cn/guideline/18844
2019 ESC指南：慢性冠脉综合征的诊断和管理,"欧洲心脏病学会(ESC,European Society of Cardiology)",有解读有翻译第三方数据库下载,https://guide.medlive.cn/guideline/18809
2019 ESC/EASD指南：糖尿病，糖尿病前期和心血管疾病,"欧洲心脏病学会(ESC,European Society of Cardiology)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18813
2019 ESC/EAS指南：血脂异常的管理—脂质修饰降低心血管风险,"欧洲心脏病学会(ESC,European Society of Cardiology)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18812
2019 ESC/ERS指南：急性肺栓塞的诊断和管理,"欧洲心脏病学会(ESC,European Society of Cardiology)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18811
2019 ESC/AEPC指南：室上性心动过速患者的管理,"欧洲心脏病学会(ESC,European Society of Cardiology)",有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/18810
2019 EHRA/EAPCI专家共识声明：基于导管的左心耳封堵术（更新版）,"欧洲心律学会(EHRA,European Heart Rhythm Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/18834
2019 HFA/ESC共识建议：射血分数保留的心衰的诊断- HFA-PEFF诊断流程,"欧洲心力衰竭协会(HFA,Heart Failure Association)",有解读站内免费下载,https://guide.medlive.cn/guideline/18894
2019 AGA临床实践更新：胰腺坏死的管理,"美国胃肠病协会(AGA,American Gastroenterological Association)",有解读站内免费下载,https://guide.medlive.cn/guideline/19826
艾滋病合并侵袭性真菌病诊治专家共识,中华医学会热带病与寄生虫学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/19126
神经系统疾病肠内营养支持中国专家共识（第二版）,中华医学会肠外肠内营养学分会神经疾病营养支持学组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/19624
股外侧皮神经阻滞疗法中国专家共识（2019版）,中国疼痛学专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/19392
中国脑血管病临床管理指南(节选版)——脑出血临床管理,"中国卒中学会(CSA,Chinese Stroke Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19341
不孕症诊断指南,中华医学会妇产科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/19333
中国脑血管病临床管理指南（节选版）——卒中康复管理,"中国卒中学会(CSA,Chinese Stroke Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/19149
住院成人高血糖患者血糖监测医护协议处方共识,中华护理学会,站内免费下载,https://guide.medlive.cn/guideline/19146
中国门静脉高压经颈静脉肝内门体分流术临床实践指南（2019年版）,中国医师协会介入医师分会,站内免费下载,https://guide.medlive.cn/guideline/19142
甲状腺微小乳头状癌热消融诊疗指征专家共识,中国医师协会超声医师分会,站内VIP下载,https://guide.medlive.cn/guideline/19130
质谱技术在临床微量元素检测中的应用共识,中国医师协会检验医师分会,站内免费下载,https://guide.medlive.cn/guideline/19068
复旦大学附属中山医院心源性休克VA-ECMO治疗规范（V1.2019）,复旦大学附属中山医院相关专家,站内免费下载,https://guide.medlive.cn/guideline/19031
物理技术治疗冠心病的实践指南,中国中医药信息学会抗衰老分会,站内免费下载,https://guide.medlive.cn/guideline/19030
电话指导的心肺复苏专家共识,中华医学会急诊医学分会,站内VIP下载,https://guide.medlive.cn/guideline/19005
早期肺癌围术期治疗专家共识,"中国临床肿瘤学会(CSCO,Chinese Society of Clinical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/19003
腹腔镜肝门部胆管癌根治性切除操作流程专家建议,腹腔镜肝门部胆管癌根治切除术操作规范专家组,站内免费下载,https://guide.medlive.cn/guideline/18982
中国抗癌协会乳腺癌诊治指南与规范（2019年版）,"中国抗癌协会乳腺癌专业委员会(CACA-CBCS,Chinese Anti-Cancer Association, Committee of Breast Cancer Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18972
中国Ⅱ、Ⅲ期结直肠癌县域医师诊疗指南-内科部分（2019版草案）,中国医师协会结直肠肿瘤专委会,站内免费下载,https://guide.medlive.cn/guideline/18966
