标题,来源,下载方式,链接
尘肺病胸部CT规范化检查技术专家共识（2020年版）,"中华预防医学会(CPMA,Chinese Preventive Medicine Association)",站内免费下载,https://guide.medlive.cn/guideline/21952
男性骨质疏松症诊疗指南,中华医学会骨质疏松和骨矿盐疾病分会(Chinese Medical Association),站内免费下载,https://guide.medlive.cn/guideline/21951
多黏菌素类与替加环素及头孢他啶/阿维巴坦药敏方法和报告专家共识,中国医疗保健国际交流促进会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21950
成人2型糖尿病基础胰岛素临床应用中国专家指导建议（2020版）,中国内分泌相关专家小组（统称）,有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/21944
非小细胞肺癌术后随访中国胸外科专家共识,中国医师协会胸外科医师分会,站内免费下载,https://guide.medlive.cn/guideline/21936
劈离式肝移植专家共识,中华医学会外科学分会,站内VIP下载,https://guide.medlive.cn/guideline/21921
六味五灵片治疗慢性乙型肝炎临床应用专家共识,中华中医药学会肝胆病分会,站内免费下载,https://guide.medlive.cn/guideline/21911
主髂动脉闭塞症的诊断和治疗：中国专家共识,国家心血管病专家委员会血管外科专业委员会,站内免费下载,https://guide.medlive.cn/guideline/21909
中国儿童内科胸腔镜术专家共识,国家卫生健康委员会人才交流服务中心儿科呼吸内镜诊疗技术项目专家组,站内免费下载,https://guide.medlive.cn/guideline/21908
猝死中医临床诊疗专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/21907
经食管超声心动图在非心脏手术中应用专家共识（2020版）,中国心胸血管麻醉学会,站内免费下载,https://guide.medlive.cn/guideline/21897
2020年中国胃食管反流病专家共识,"中华医学会消化病学分会(CSGE,Chinese Society Of Gastroenterology)",有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/21893
2020 SIAMS临床指南：早泄的管理,"意大利男科和性医学学会(SIAMS,Italian Society of Andrology and Sexual Medicine)",站内免费下载,https://guide.medlive.cn/guideline/21916
治疗药物监测（TDM）结果解读专家共识,中国药理学会(Chinese Pharmacological Society),站内免费下载,https://guide.medlive.cn/guideline/21975
2020年欧洲临床艾滋病学会(EACS）指南（Version 10.1）,"欧洲临床艾滋病学会(EACS,European AIDS Clinical Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22073
儿童晶体液临床应用专家共识,北京医药卫生经济研究会《儿童晶体液临床应用专家共识》编写组,站内免费下载,https://guide.medlive.cn/guideline/22169
2020 共识建议：米非司酮治疗库兴综合征患者的临床管理,国外内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/22194
肝爽颗粒治疗肝纤维化临床应用专家共识,中华中医药学会肝胆病分会,站内免费下载,https://guide.medlive.cn/guideline/21898
中国成人股骨头坏死临床诊疗指南（2020）,中国医师协会骨科医师分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/21892
2020 AHA科学声明：心脏重症监护室内并发症的预防,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/21879
2020 日本胃肠内镜检查过程中镇静指南（第2版）,"日本消化器内视镜学会(JGES,The Japan Gastroenterological Endoscopy Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21891
2020 BACCN共识：重症监护室内成人患者的口腔护理,"英国重症监护护士协会(BACCN,British Association of Critical Care Nurses)",站内免费下载,https://guide.medlive.cn/guideline/21895
2020 EMHG共识指南：恶性高热或疑似易感者的围手术期管理,"欧洲恶性高热小组(EMHG,European Malignant Hyperthermia Group)",站内免费下载,https://guide.medlive.cn/guideline/21902
2020 欧洲指南：成人淋病的诊断和治疗,"国际性病控制联盟(IUSTI,International Union Against Sexually Transmitted Infections)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21914
2020 ASSET共识声明：解剖型全肩关节置换术的康复治疗,"美国肩肘治疗师学会(ASSET,American Society of Shoulder and Elbow Therapists)",站内免费下载,https://guide.medlive.cn/guideline/21956
急性冠状动脉综合征患者血脂管理临床路径专家共识,"中国医师协会心血管内科医师分会(CCCP,Chinese College of Cardiovascular Physicians)",站内免费下载,https://guide.medlive.cn/guideline/21906
中国慢性肾脏病患者血钾管理实践专家共识,中华医学会肾脏病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21889
儿童新型冠状病毒肺炎小儿推拿干预专家共识（第一版）,卫生健康认证委员会（HQCC）中国小儿推拿标准化建设与认证委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21888
2020 AATS/ASCVTS共识文件：COVID-19流行期间主动脉急症的分诊与管理,"美国胸外科协会(AATS,American Association for Thoracic Surgery)",站内免费下载,https://guide.medlive.cn/guideline/21912
抗血栓药物围手术期管理多学科专家共识,中国心胸血管麻醉学会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21959
脑血管病相关性正常颅压脑积水中国专家共识,中华医学会神经外科学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21955
2020 ESGE/ESGAR指南：结肠镜检查的影像学备选方案—CT结肠造影和结肠胶囊内镜检查（更新版）,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",站内免费下载,https://guide.medlive.cn/guideline/21858
2020 JGES/JGCA指南：早期胃癌内镜黏膜下剥离术内镜下黏膜切除术（第2版）,"日本消化器内视镜学会(JGES,The Japan Gastroenterological Endoscopy Society)",有翻译有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/21862
2020 国际专家共识声明：膝关节后内侧角损伤的诊断，分类，治疗和修复,国外骨科相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/21863
2020 国家MS学会建议：自体造血干细胞移植治疗多发性硬化,国家多发性硬化学会(National MS Society),站内免费下载,https://guide.medlive.cn/guideline/21868
2020 快速实践指南：ARDS患者神经肌肉阻滞,国外急诊/重症相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/21870
2020 AACE/ACE共识声明：血脂异常的管理和心血管疾病的预防,"美国临床内分泌医师学会(AACE,American Association of Clinical Endocrinologists)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22509
青少年凸轮型髋关节撞击综合征诊治专家共识,中国医师协会运动医学医师分会,站内免费下载,https://guide.medlive.cn/guideline/27111
2020 SVM/SVU共识声明：外周动静脉多普勒波形说明,"血管内科学会(SVM,Society of Vascular Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/22978
阴道松弛综合征的早期识别与修复整形专家共识,中国整形美容协会,站内免费下载,https://guide.medlive.cn/guideline/22138
双石通淋胶囊治疗慢性前列腺炎临床应用专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/22101
特比萘芬临床应用专家共识,特比萘芬临床应用专家共识工作组,站内免费下载,https://guide.medlive.cn/guideline/21887
子宫外高级别浆液性癌原发部位判定的快速指南（2020年版）,"中国医师协会(CMDA,Chinese Medical Doctor Assdociation)",站内免费下载,https://guide.medlive.cn/guideline/21885
先天性心脏病外科治疗中国专家共识（十一）：主动脉缩窄与主动脉弓中断,国家心血管病专家委员会先天性心脏病专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21884
儿童喉软化症诊断与治疗临床实践指南,中国妇幼保健学会微创分会儿童耳鼻咽喉学组,站内免费下载,https://guide.medlive.cn/guideline/21861
2020 APSN临床实践指南：糖尿病肾病,"亚太肾脏病学会(APSN,Asia Pacific Society of Nephrology)",有翻译站内免费下载,https://guide.medlive.cn/guideline/21869
2020 欧洲共识声明：G4-G5D期慢性肾脏病患者骨质疏松的诊断和管理,"欧洲肾脏学会-欧洲透析和移植学会(ERA-EDTA,European Renal Association–European Dialysis and Transplant Association)",站内免费下载,https://guide.medlive.cn/guideline/21844
2020 共识文件：接受5-氟尿嘧啶、卡培他滨和替加氟治疗前的二氢嘧啶脱氢酶检测,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21864
"2020 亚洲专家共识：儿童急性、慢性抗生素相关性腹泻的多抗生素耐药益生菌克劳氏芽孢杆菌（OC, SIN, NR, T）的应用建议",国外儿科相关医学专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21873
阴道松弛症诊断与治疗专家共识（2020年版）,中国整形美容协会,站内免费下载,https://guide.medlive.cn/guideline/21846
2020 欧洲指南：梅毒的管理,"国际性病控制联盟(IUSTI,International Union Against Sexually Transmitted Infections)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21840
2020 ESPNIC专家共识声明：儿童重症患者血流动力学监测建议,"欧洲儿童、新生儿重症监护学会(ESPNIC,European Society of Paediatric and Neonatal Intensive Care)",站内免费下载,https://guide.medlive.cn/guideline/21841
2020 CCS/CHRS综合指南：心房颤动的管理,"加拿大心血管学会(CCS,Canadian Cardiovascular Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22015
2020 SMFM咨询系列#52：胎儿生长受限的诊断和管理,"母胎医学会(SMFM,Society for Maternal-Fetal Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/22250
2020年美国心脏学会心肺复苏与心血管急救指南,"美国心脏协会(AHA,American Heart Association)",有解读有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/21815
2020 ACC专家共识决策路径：经导管主动脉瓣膜置换术患者传导障碍的管理,"美国心脏病学会(ACC,American College of Cardiology)",站内免费下载,https://guide.medlive.cn/guideline/21865
浙江省双相躁狂中西医结合治疗专家共识,浙江省中西医结合学会精神疾病专业委员会双相障碍学组,站内免费下载,https://guide.medlive.cn/guideline/23132
双胎早产诊治及保健指南（2020年版）,中国妇幼保健协会双胎妊娠专业委员会,站内免费下载,https://guide.medlive.cn/guideline/21880
脑性瘫痪儿童水中运动治疗临床实践指南,中华医学会物理医学与康复学会,站内免费下载,https://guide.medlive.cn/guideline/21874
妇科恶性肿瘤盆腔淋巴结切除术后淋巴囊肿诊治专家共识（2020年版）,中国医师协会微无创医学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/21842
小阴唇整形术专家共识（2020年版）,中国整形美容协会,站内免费下载,https://guide.medlive.cn/guideline/21837
药物性肝损伤基层诊疗指南（2019年）,"中华医学会(CMA,Chinese Medical Association)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/21833
聚桂醇注射液治疗下肢静脉曲张微循环专家共识,"中国微循环学会(CMS,Chinese Society of Microcirculation)",站内免费下载,https://guide.medlive.cn/guideline/21829
肺结核基层合理用药指南,"中华医学会(CMA,Chinese Medical Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/21828
肾癌分子靶向药舒尼替尼用药安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/21827
急性呼吸窘迫综合征患者俯卧位通气治疗规范化流程,中华医学会重症医学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21824
急性气管-支气管炎基层合理用药指南,"中华医学会(CMA,Chinese Medical Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/21821
抗病毒药物在儿童病毒感染性呼吸道疾病中的合理应用指南,"中国医院协会(CHA,Chinese Hospital Association)",有解读会员可通过APP阅读,https://guide.medlive.cn/guideline/21818
2020 PS指南：肢端肥大症的管理（更新版）,"垂体协会(PS,The Pituitary Society)",有解读站内免费下载,https://guide.medlive.cn/guideline/21805
2020 临床指南：唐氏综合征的医学管理,全球唐氏综合征基金会(Global Down Syndrome Foundation),站内免费下载,https://guide.medlive.cn/guideline/21809
2018 日本临床实践指南：生殖器外子宫内膜异位症的治疗,"日本妇产科学会(JSOG,Japan Society of Obstetrics and Gynecology)",站内免费下载,https://guide.medlive.cn/guideline/21816
2020 ILCOR国际共识：心肺复苏和心血管急救治疗推荐,"国际复苏联络委员会(ILCOR,International Liaision Committee on Resuscitation)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21820
中西医结合康复临床实践指南·认知障碍,福建中医药大学附属康复医院,站内免费下载,https://guide.medlive.cn/guideline/21819
2020 CVIT专家共识：冠脉内旋磨术,"日本心血管介入治疗协会(CVIT,Japanese Association of Cardiovascular Intervention and Therapeutics)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/21823
2020 香港癫痫指南：女性癫痫患者整个生殖周期的管理建议（更新版）,香港癫痫学会(Hong Kong Epilepsy Society),有其他版本站内免费下载,https://guide.medlive.cn/guideline/21830
2020 ASTRO临床实践指南：直肠癌的放射治疗,"美国放射治疗及肿瘤学会(ASTRO,American Society for Therapeutic Radiology and Oncology)",站内免费下载,https://guide.medlive.cn/guideline/21838
2020 国际共识：急救科学和治疗建议,"国际复苏联络委员会(ILCOR,International Liaision Committee on Resuscitation)",站内免费下载,https://guide.medlive.cn/guideline/21847
2020 第十届专题研讨会共识建议：华氏巨球蛋白血症的治疗,国外血液科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/21845
2020 AAP临床报告：婴儿HIV暴露的评估和管理,"美国儿科学会(AAP,American Academy of Pediatrics)",站内免费下载,https://guide.medlive.cn/guideline/21822
2020 ESMO临床指南：慢性淋巴细胞白血病的诊断，治疗和随访,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21839
2020 加拿大共识：痴呆早期非认知标志物建议,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21848
新型冠状病毒肺炎药物预防、诊断、治疗与出院管理循证临床实践指南（更新版）,中国医疗保健国际交流促进会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21780
2020 BSG/BASL指南：肝硬化腹水的管理,"英国胃肠病学会(BSG,British Society of Gastroenterology)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/21793
2020 共识指南：干燥症患者肺部疾病的评估和管理,国外呼吸科专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/22505
儿童过敏原皮肤点刺试验护理实践专家共识,国家儿童医学中心（北京）,站内免费下载,https://guide.medlive.cn/guideline/25077
胃肠间质瘤全程化管理中国专家共识（2020 版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/21806
早产儿喂养不耐受临床诊疗指南（2020）,中国医师协会新生儿科医师分会,站内免费下载,https://guide.medlive.cn/guideline/21788
结核病患者外周血淋巴细胞亚群检测及临床应用专家共识,《中国防痨杂志》编辑委员会,有解读站内免费下载,https://guide.medlive.cn/guideline/21786
2020 EAN共识声明：COVID-19流行期间神经系统疾病患者的管理,"欧洲神经病学学会(EAN,European Academy of Neurology)",站内免费下载,https://guide.medlive.cn/guideline/21807
2020 WHO全球结核病报告,"世界卫生组织(WHO,The World Health Organization)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22390
2020 IAS-USA建议：抗逆转录病毒药物预防和治疗成人HIV感染,"国际抗病毒学会-USA(IAS-USA,International Antiviral Society–USA)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21765
2020 BSH指南：毛细胞白血病(HCL)和变异型毛细胞白血病 (HCL-V)的诊断和管理,"英国血液病学学会(BSH,British Society for Haematology)",站内免费下载,https://guide.medlive.cn/guideline/21799
2020 SAM共识建议：生理性困难气道的评估和管理,"气道管理学会(SAM,Society for Airway Management)",站内免费下载,https://guide.medlive.cn/guideline/21810
2020 EULAR建议：风湿病学中妊娠登记的核心数据集,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",站内免费下载,https://guide.medlive.cn/guideline/21894
2020 SATS指南：儿童社区获得性肺炎的诊断和管理,"南非胸科学会(SATS,South African Thoracic Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21781
冠状动脉血运重建术后心绞痛中西医结合诊疗指南,世界中医药学会联合会,站内免费下载,https://guide.medlive.cn/guideline/21800
2020 比利时建议：成人和儿童癫痫的治疗（更新版）,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21748
2020 韩国临床实践指南：早期胃肠肿瘤内镜下切除术,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21744
2020 EASD/ISPAD/ADA立场声明：持续血糖监测（CGM）和间歇性扫描式CGM(isCGM) 系统在1型糖尿病血糖管理中的应用,"欧洲糖尿病研究协会(EASD,European Association for the Study of Diabetes)",站内免费下载,https://guide.medlive.cn/guideline/21743
2020 ECAS意见书：临床分型和亚临床房颤的挑战,"欧洲心律协会(ECAS,European Cardiac Arrhythmia Society)",站内免费下载,https://guide.medlive.cn/guideline/21750
2020 APHRS/HRS专家共识声明：不明原因猝死者，心脏骤停患者及其亲属的调查,"亚太心律学会(APHRS,Asia Pacific Heart Rhythm Society)",站内免费下载,https://guide.medlive.cn/guideline/21843
2020 ELS意见书：喉发育不良,"欧洲喉科学会(ELS,European Laryngological Society)",站内免费下载,https://guide.medlive.cn/guideline/21851
2020 IPOG共识建议：造口上气管塌陷的管理,"国际小儿耳鼻喉科小组(IPOG,International Pediatric Otolaryngology Group)",站内免费下载,https://guide.medlive.cn/guideline/21886
2020 JLCS指南：Ⅳ期非小细胞肺癌伴EGFR突变,"日本肺癌学会(JLCS,Japan Lung Cancer Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21778
慢性胰腺炎中西医结合诊疗共识意见（2020）,中国中西医结合学会消化系统疾病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/21792
下消化道出血诊治指南（2020）,"中华医学会内镜学分会(CSDE,Chinese Society of Digestive Endoscopy)",站内免费下载,https://guide.medlive.cn/guideline/21760
2020 SFORL指南：多形性腺瘤的初级管理,"法国耳鼻喉科学会(SFORL,French Society of Otorhinolaryngology)",站内免费下载,https://guide.medlive.cn/guideline/21803
2020 APTA循证临床实践指南：儿童发育性协调障碍的物理治疗管理,"美国物理治疗协会(APTA,American Physical Therapy Association)",站内免费下载,https://guide.medlive.cn/guideline/21987
2020 ECMM共识声明：临床真菌实验室内诊断突破性真菌感染,"欧洲医学真菌学联盟(ECMM,European Confederation of Medical Mycology)",站内免费下载,https://guide.medlive.cn/guideline/21797
抗病毒口服液治疗流感临床应用专家共识,中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21783
过敏原皮肤点刺试验的专家共识,北京医学会,站内免费下载,https://guide.medlive.cn/guideline/21776
肌肉训练康复治疗膝痹（膝骨关节炎）专家共识,中国骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21775
自体牙移植术规范化操作流程中国专家共识,"中华口腔医学会(CSA,Chinese Stomatological Association)",站内免费下载,https://guide.medlive.cn/guideline/21774
血液病/恶性肿瘤患者侵袭性真菌病的诊断标准与治疗原则（第六次修订版）,中国医师协会血液科医师分会,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/21773
类风湿关节炎患者实践指南,中国风湿免疫科相关专家小组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/21739
抑郁症认知症状评估与干预专家共识,中华医学会精神病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21738
多黏菌素药物敏感性检测及临床解读专家共识,欧洲临床微生物和感染病学会药敏委员会华人抗菌药物敏感性试验委员会,站内免费下载,https://guide.medlive.cn/guideline/21729
2020 PeDRA共识建议：维甲酸在儿童和青少年鱼鳞病和其他角化障碍患者中的应用,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21965
2020 NIH指南：COVID-19的治疗,"美国国家卫生研究院(NIH,The National Institutes of Health)",站内免费下载,https://guide.medlive.cn/guideline/21768
2020 ASH指南：静脉血栓栓塞的管理—深静脉血栓形成和肺栓塞的治疗,"美国血液病学会(ASH,American Society of Hematology)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/21701
2020 SITC临床实践指南：急性白血病的免疫治疗,"肿瘤免疫治疗学会(SITC,Society for Immunotherapy of Cancer)",站内免费下载,https://guide.medlive.cn/guideline/21804
2020 ECCO/ESPGHAN指南：儿童克罗恩病的药物治疗,"欧洲克罗恩病和结肠炎组织(ECCO,European Cron\'s and Colitis Organisation)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21700
2020 CUA指南：男性尿道狭窄,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",第三方数据库下载,https://guide.medlive.cn/guideline/21705
2020 NICE指南：行为改变的数字和移动健康干预（NG.183）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/21709
2020 EACTS/ELSO/STS/AATS专家共识：成人心脏手术后体外生命支持,"欧洲心胸外科协会(EACTS,European Association for Cardio-Thoracic Surgery)",有解读第三方数据库下载,https://guide.medlive.cn/guideline/21713
2020 EDF指南：体外光分离置换疗法的应用-第1部分,"欧洲皮肤病学论坛(EDF,European Dermatology Forum)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21698
2020 TSANZ/NAC意见书：工作相关性哮喘,"澳大利亚和新西兰胸科学会(TSANZ,Thoracic Society of Australia and New Zealand)",站内免费下载,https://guide.medlive.cn/guideline/21757
2020 KDIGO临床实践指南：慢性肾脏病患者的糖尿病管理,"改善全球肾脏病预后组织(KDIGO,Kidney Disease: Improving Global Outcomes)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/21702
2020 ESC/EAPCI/EACTS专家共识：胸主动脉腔内修复术治疗急慢性胸主动脉疾病的当前观点和建议,"欧洲心脏病学会(ESC,European Society of Cardiology)",站内免费下载,https://guide.medlive.cn/guideline/21712
2020 IATDMCT专家共识：钙调磷酸酶抑制剂细胞内浓度检测,"国际治疗药物监测和临床毒性协会(IATDMCT,International Association of Therapeutic Drug Monitoring and Clinical Toxicity)",站内免费下载,https://guide.medlive.cn/guideline/21835
2020 EAU指南：非神经源性男性下尿路症状（LUTS）包括良性前列腺梗阻（BPO）的管理,"欧洲泌尿外科学会(EAU,European Association of Urology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/21881
2020 WAO指南：严重过敏反应,"世界过敏组织(WAO,Word Allerge Organization)",有解读站内免费下载,https://guide.medlive.cn/guideline/23115
2020 ACOG实践简报：妊娠70天以内药物流产（No.225）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/21791
2020 ERN GENTURIS指南：PTEN错构瘤综合征患者的癌症监测,"欧洲罕见遗传肿瘤风险综合征网(ERN GENTURIS,European Reference Network-GENTURIS)",站内免费下载,https://guide.medlive.cn/guideline/21752
危重新生儿遗传性疾病快速全基因组测序专家共识,危重新生儿遗传性疾病快速全基因组测序专家共识工作组,站内免费下载,https://guide.medlive.cn/guideline/22355
2020 专家共识指南：亚洲人群糖尿病黄斑水肿的管理,亚洲眼科专家小组（统称）,有解读站内免费下载,https://guide.medlive.cn/guideline/21777
2020 马来西亚临床实践指南：2型糖尿病的管理（第6版）,"马来西亚卫生部(MOH,Ministry of Health Malaysia)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/24074
2020 马来西亚临床实践指南：缺血性卒中的管理（第3版）,"马来西亚卫生部(MOH,Ministry of Health Malaysia)",站内免费下载,https://guide.medlive.cn/guideline/24065
艾滋病毒暴露后预防技术指南 （试用）,"中国疾病预防控制中心(CDC,Chinese Center For Disease Control And Prevention)",站内免费下载,https://guide.medlive.cn/guideline/23110
2020 APASL临床实践指南：代谢相关脂肪性肝病的诊断和管理,"亚太肝脏研究学会(APASL,Asian-Pacific Association for the Study of the Liver)",有翻译站内免费下载,https://guide.medlive.cn/guideline/21697
2020 JPS指南：川崎病的诊断（第6次修订版）,"日本儿科学会(JPS,Japan Pediatric Society)",有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/21704
2020 AUA指南：泌尿系损伤,"美国泌尿外科学会(AUA,American Urological Association)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/21866
结直肠癌免疫治疗专家共识,中国临床肿瘤学会结直肠癌委员会,有翻译站内免费下载,https://guide.medlive.cn/guideline/22645
血管性认知障碍的诊疗规范（2020 年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/23197
乳癖散结胶囊治疗乳腺增生病临床应用专家共识,乳癖散结胶囊临床应用专家共识组,站内免费下载,https://guide.medlive.cn/guideline/22244
参芪降糖颗粒治疗2型糖尿病临床应用专家共识,中国内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/22197
贵州省毒蕈中毒诊断与治疗指南（2020版）（第一部分）,国内急诊/重症相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/22095
动静脉畸形诊断与介入治疗专家共识,"国际血管联盟(IUA,International Union of Angiology)",站内免费下载,https://guide.medlive.cn/guideline/22076
嗜铬细胞瘤和副神经节瘤诊断治疗专家共识（2020版）,"中华医学会内分泌学分会(CSE,Chinese Society of Endocrinology)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/22064
原发性醛固酮增多症诊断治疗的专家共识（2020版）,"中华医学会内分泌学分会(CSE,Chinese Society of Endocrinology)",有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/22041
肺部恶性肿瘤手术隔离技术专家共识,国家癌症中心手术室,站内免费下载,https://guide.medlive.cn/guideline/21922
前庭神经炎诊治多学科专家共识,中国医师协会神经内科医师分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21919
男性生殖相关基因检测专家共识,中华医学会男科学分会,站内免费下载,https://guide.medlive.cn/guideline/21855
肝细胞肝癌全程多学科规范化管理：华西医院多学科专家共识（第二版）,四川大学华西医院肝癌MDT团队,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21852
线性提升手术操作专家共识之强生鱼骨线/螺旋线操作共识（2020年版）,中国整形美容协会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/21831
外周神经阻滞并发症防治专家共识,中华医学会麻醉学分会,站内免费下载,https://guide.medlive.cn/guideline/21802
中华医学会肿瘤学分会胰腺癌早诊早治专家共识,中华医学会肿瘤学分会,站内免费下载,https://guide.medlive.cn/guideline/21772
卡瑞利珠单抗致反应性皮肤毛细血管增生症临床诊治专家共识,中国临床肿瘤学会抗肿瘤药物安全管理专家委员会(ASMC),站内免费下载,https://guide.medlive.cn/guideline/21770
重组人血管内皮抑制素治疗恶性浆膜腔积液临床应用专家共识,中国临床肿瘤学会抗肿瘤药物安全管理专家委员会(ASMC),站内免费下载,https://guide.medlive.cn/guideline/21767
女性恶性肿瘤患者化疗时卵巢损伤的防治策略专家共识,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/21759
烧伤休克防治全国专家共识（2020版）,中国老年医学学会烧创伤分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21751
秋冬季节老年糖尿病患者流感疫苗接种的中国专家建议,中国老年保健医学研究会,站内免费下载,https://guide.medlive.cn/guideline/21749
川崎病冠状动脉病变的临床处理建议（2020年修订版）,中华医学会儿科学分会心血管学组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/21746
儿童支气管哮喘规范化诊治建议（2020年版）,《中华儿科杂志》编辑委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/21734
儿童脑性瘫痪疼痛管理专家共识,中华医学会儿科学分会,站内免费下载,https://guide.medlive.cn/guideline/21724
2020 SIGN英国国家指南：成年女性疑似细菌性下尿路感染的管理（160）,"苏格兰校际指南网络(SIGN,Scottish Intercollegiate Guidelines Network)",站内免费下载,https://guide.medlive.cn/guideline/21721
儿童免疫相关性疾病临床实用热点问题专家建议系列之六——环磷酰胺在中国儿童免疫相关疾病中的应用建议,亚太医学生物免疫学会儿童过敏免疫风湿病分会,站内免费下载,https://guide.medlive.cn/guideline/21711
2020 ICFSR共识指南：基层医疗中衰弱患者的筛查和管理,"国际衰弱和肌肉减少症研究会议(ICFSR,International Conference of Frailty and Sarcopenia Research)",有解读站内免费下载,https://guide.medlive.cn/guideline/21939
