标题,来源,下载方式,链接
2018 GOLD慢性阻塞性肺疾病全球倡议：COPD诊断、治疗与预防全球策略,"慢性阻塞性肺疾病全球倡议(GOLD,The Global Initiative for Chronic Obstructive Lung Disease)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/14470
2017 指南和建议：视神经脊髓炎谱系疾病的诊断和管理,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14486
2017 AAO临床指南：视力康复,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14570
2017 AAO临床指南：屈光不正和屈光手术,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14640
2017 ITS指南：急性临床治疗中氧疗的管理,"爱尔兰胸科协会(ITS,The Irish Thoracic Society)",站内免费下载,https://guide.medlive.cn/guideline/14670
2017 新加坡卫生部临床实践指南：高血压,新加坡卫生部(Ministry Of Health Singapore),站内免费下载,https://guide.medlive.cn/guideline/14928
2017 新西兰成人体重管理指南,新西兰卫生部(New Zealand Ministry of Health),站内免费下载,https://guide.medlive.cn/guideline/15351
2017 ABM临床方案#15：母乳喂养期间女性的镇痛和麻醉（修订版）,"母乳喂养医学会(ABM,Academy of Breastfeeding Medicine)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/15923
2017 ESPGHAN意见书：幼儿配方食品,"欧洲儿科胃肠病学、肝病学和营养协会(ESPGHAN,European Society for Paediatric Gastroenterology, Hepatology, and Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/14403
儿童反复上呼吸道感染临床诊治管理专家共识,中国医师协会儿科医师分会儿童耳鼻咽喉专业委员会,站内免费下载,https://guide.medlive.cn/guideline/15012
新生儿转运工作指南（2017 版）,中国儿科相关医学专家组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/15002
隐睾症腹腔镜手术操作指南（2017版）,中华医学会小儿外科学分会,站内免费下载,https://guide.medlive.cn/guideline/14820
RhD抗原阴性孕产妇血液安全管理专家共识,«RhD阴性孕产妇血液安全管理专家共识»制订协作组,站内免费下载,https://guide.medlive.cn/guideline/14682
预防老年人跌倒康复综合干预专家共识,中国康复医学会(Chinese Association Of Rehabilitation Medicine),站内免费下载,https://guide.medlive.cn/guideline/14555
2017 WHO建议：孕产妇卫生保健,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/14548
子宫内膜癌筛查和早期诊断专家共识（草案）,子宫内膜癌筛查专家委员会,站内免费下载,https://guide.medlive.cn/guideline/14547
益母草注射液防治产后出血的应用共识（2017）,妇产科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14535
结直肠癌腹膜转移诊治中国专家意见（2017）,中国医师协会结直肠肿瘤专委会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14533
甲状腺手术针刺麻醉应用指南,中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14505
异基因造血干细胞移植治疗黏多糖贮积症儿科专家共识,中华医学会儿科学分会血液学组,站内免费下载,https://guide.medlive.cn/guideline/14496
关于2型糖尿病合并慢性肾脏病患者应用胰岛素治疗的专家指导建议,中国内分泌相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14495
稳定性冠心病无创影像检查路径的专家共识,中华医学会心血管病学分会(Chinese Society of Cardiology),有其他版本站内免费下载,https://guide.medlive.cn/guideline/14490
宫腔观察吸引手术技术操作规范专家共识,中华医学会计划生育学分会,站内免费下载,https://guide.medlive.cn/guideline/14482
磁共振成像安全管理中国专家共识,"中华医学会放射学分会(CSR,chinese society of radiology)",会员可通过APP阅读,https://guide.medlive.cn/guideline/14469
中国康复治疗师规范化培训专家共识,中国康复医学会(Chinese Association Of Rehabilitation Medicine),站内免费下载,https://guide.medlive.cn/guideline/14451
儿科核医学诊疗技术操作规范和临床应用指南,中国核医学专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14427
妇科手术后深静脉血栓形成及肺栓塞预防专家共识,妇产科相关专家组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/14397
围受孕期增补叶酸预防神经管缺陷指南（2017）,中国妇幼保健协会出生缺陷防治与分子遗传分会,站内免费下载,https://guide.medlive.cn/guideline/14386
2017 EHF/ESC共识声明：激素类避孕药与女性偏头痛患者缺血性卒中的风险,"欧洲头痛联盟(EHF,European Headache Federation)",站内免费下载,https://guide.medlive.cn/guideline/14384
2017 AHA/ACC/HRS指南：室性心律失常的管理和心脏性猝死的预防,"美国心脏协会(AHA,American Heart Association)",有解读有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/14369
2017 WHO全球结核病报告执行概要,"世界卫生组织(WHO,The World Health Organization)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/14390
2017WHO全球结核病报告,"世界卫生组织(WHO,The World Health Organization)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/14389
2017 国际专家共识：转换血小板P2Y12受体抑制剂治疗,国外心血管相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14408
2017 ICSH建议：检测红细胞沉降率的改良和替代方法,"国际血液学标准委员会(ICSH,International Council for Standardization in Haematology)",站内免费下载,https://guide.medlive.cn/guideline/16424
2017 NHMRC临床实践指南：结直肠癌预防，早期检测以及管理,"澳大利亚国家健康与医学研究理事会(NHMRC,Australian Government National Health and Medical Research Council)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16741
2017 共识指南：应用羧肽酶治疗高剂量甲氨蝶呤引起急性肾损伤以及甲氨蝶呤清除延迟患者,国外肿瘤科相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/14350
2017 WFSBP共识：神经退行性痴呆的脑脊液和血液标志物检查,"世界生物精神病学会联合会(WFSBP,World Federation of Societies of Biological Psychiatry)",站内免费下载,https://guide.medlive.cn/guideline/14360
2017 NICE指南：处方抗菌药物治疗急性鼻窦炎（NG.79）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/14364
2017 临床实践指南：儿童肿瘤患者输注蒽环类药物需持续1小时,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14366
2017 EULAR/ACR 成人和青少年特发性炎性肌病及其主要亚群的分类标准,"欧洲抗风湿病联盟(EULAR,The European League Against Rheumatism)",第三方数据库下载,https://guide.medlive.cn/guideline/14419
2017 NICE指南：成人白内障的管理（NG.77）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/14380
2017 ACMG技术标准和指南：半乳糖血症的实验室诊断,"美国医学遗传学与基因组学学会(ACMG,American College of Medical Genetics and Genomics)",站内免费下载,https://guide.medlive.cn/guideline/14735
2017 ACIP建议：带状疱疹疫苗的应用,"免疫实践咨询委员会(ACIP,Advisory Committee on Immunization Practices)",站内免费下载,https://guide.medlive.cn/guideline/14933
2017 NICE指南：囊性纤维化的诊断和管理（NG.78）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/14335
2017 CHEST指南：成人咳嗽症状的分类以及管理,"美国胸科医师学会(ACCP,American College of Chest Physicians)",第三方数据库下载,https://guide.medlive.cn/guideline/14376
2017 BC指南：老年患者衰弱的早期识别和管理,"不列颠哥伦比亚省临床实践指南中心(BC,Clinical Practice Guidelines and Protocols in British Columbia)",站内免费下载,https://guide.medlive.cn/guideline/14518
2017 AAO临床指南：弱视,"美国眼科学会(AAO,American Academy of Ophthalmology)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/14606
2017 SMFM咨询系列#44：早产晚期出血的管理,"母胎医学会(SMFM,Society for Maternal-Fetal Medicine)",站内免费下载,https://guide.medlive.cn/guideline/14629
青霉素皮肤试验专家共识,国家卫生计生委抗菌药物临床应用与细菌耐药评价专家委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/14318
儿童激素敏感、复发/依赖肾病综合征诊治循证指南2016,中华医学会儿科学分会肾脏病学组,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/14320
2017 VA/DoD临床实践指南：2型糖尿病的管理,"退伍军人卫生署和美国国防部(VA/DoD,Veterans Health Administration and the US Department of Defense)",站内免费下载,https://guide.medlive.cn/guideline/14338
2017 日本造血和淋巴组织肿瘤指南：急性淋巴细胞白血病／成淋巴细胞性淋巴瘤,"日本血液学会(JSH,Japanese Society of Hematology)",站内免费下载,https://guide.medlive.cn/guideline/14377
2017 NPF最佳实践建议：实体器官移植患者银屑病,"国家银屑病基金会(NPF,National Psoriasis Foundation)",站内免费下载,https://guide.medlive.cn/guideline/14724
2017 KDA立场声明：降糖药物治疗成人2型糖尿病,"韩国糖尿病协会(KDA,Korean Diabetes Association)",站内免费下载,https://guide.medlive.cn/guideline/14333
2017 KDA立场声明：成人2型糖尿病患者胰岛素治疗,"韩国糖尿病协会(KDA,Korean Diabetes Association)",站内免费下载,https://guide.medlive.cn/guideline/14324
2017 最佳实践指南：手术治疗早发型脊柱侧凸手术部位感染预防,国外骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14340
2017 共识指南：门静脉高压的管理和治疗,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14332
2017 FSRH指南：年龄超过40岁女性避孕,"性与生殖保健学院(FSRH,Faculty of Sexual and Reproductive Healthcare)",站内免费下载,https://guide.medlive.cn/guideline/14717
2017 中国专家共识：肝血管瘤射频消融治疗（英文版）,中国肝病科相关专家小组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16274
2017 EAN共识：蜱媒脑炎的预防，诊断和管理,"欧洲神经病学学会(EAN,European Academy of Neurology)",站内免费下载,https://guide.medlive.cn/guideline/16275
甲状腺手术针药复合麻醉应用指南,中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14430
中国前列腺癌外科治疗专家共识,"中国抗癌协会(CACA,Chinese Anti-cancer Association)",站内免费下载,https://guide.medlive.cn/guideline/14308
中国子宫内膜增生诊疗共识,全国卫生产业企业管理协会妇幼健康产业分会生殖内分泌学组,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14302
2017 BTS指南：非结核分枝杆菌肺病的管理,"英国胸科协会(BTS,British Thoracic Society)",站内免费下载,https://guide.medlive.cn/guideline/14305
2017 SIOT临床指南：骨质疏松症的预防和治疗,"意大利骨科和创伤外科学会(SIOT,Italian Society for Orthopaedics and Traumatology)",站内免费下载,https://guide.medlive.cn/guideline/14351
中国高尿酸血症与相关疾病诊疗多学科专家共识（英文版）,Multidisciplinary Expert Task Force on Hyperuricemia and Related Diseases,站内免费下载,https://guide.medlive.cn/guideline/14342
2017 澳大利亚临床实践指南：围产期心理卫生保健,"围产期优化中心(COPE,Centre of Perinatal Excellence)",站内免费下载,https://guide.medlive.cn/guideline/14689
2017 欧洲共识声明：严重先天性心脏病患者脉搏血氧饱和度筛查,国外儿科相关医学专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16311
2017 IDSA临床实践指南：感染性腹泻的诊断和管理,"美国感染病学会(IDSA,Infectious Diseases Society of America)",有解读有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/14304
2017 EHRA共识文件：心房颤动的筛查,"欧洲心律学会(EHRA,European Heart Rhythm Association)",站内免费下载,https://guide.medlive.cn/guideline/14307
2017 ESE临床实践指南：侵袭性垂体肿瘤和垂体癌的管理,"欧洲内分泌学会(ESE,European Society of Endocrinology)",有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/14315
2017 AAOOP共识报告：视网膜母细胞瘤风险儿童筛查,"美国眼科肿瘤和病理学家协会(AAOOP,American Association of Ophthalmic Oncologists and Pathologists)",站内免费下载,https://guide.medlive.cn/guideline/14328
2016 ESGAR建议：直肠癌MRI检查（更新）,"欧洲胃肠道和腹部放射学会(ESGAR,European Society of Gastrointestinal and Abdominal Radiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14298
中国卫生行业标准-临床微生物实验室血培养操作规范（WS/T 503-2017）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/17420
2017 ACC专家共识：二尖瓣反流的管理决策路径,"美国心脏病学会(ACC,American College of Cardiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14317
2017 循证指南：埃博拉病毒病的维持疗法,国外感染病相关专家组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/14325
2017 ESGE/ESGENA立场声明：预防来自被污染的十二指肠镜的多重耐药菌感染,"欧洲胃肠道内窥镜学会(ESGE,European Society of Gastrointestinal Endoscopy)",第三方数据库下载,https://guide.medlive.cn/guideline/14297
2017 ESC/EAS临床实践指南：动脉粥样硬化性心血管疾病或家族性高胆固醇血症应用前蛋白转化酶枯草杆菌蛋白酶/9型kexin抑制剂,"欧洲心脏病学会(ESC,European Society of Cardiology)",站内免费下载,https://guide.medlive.cn/guideline/14401
脑卒中院前急救专家共识,"中国卒中学会(CSA,Chinese Stroke Association)",站内免费下载,https://guide.medlive.cn/guideline/14260
2017 加拿大肾癌论坛共识：晚期肾癌的管理（更新版）,"加拿大肾脏肿瘤研究网络(KCRNC,Kidney Cancer Research Network of Canada)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/14259
2017 CUA指南：前列腺癌筛查和早期诊断建议,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",第三方数据库下载,https://guide.medlive.cn/guideline/14271
2017 AASM立场声明：家庭睡眠呼吸暂停检测的临床应用,"美国睡眠医学会(AASM,American Academy of Sleep Medicine)",站内免费下载,https://guide.medlive.cn/guideline/14510
2017 AASM意见书：应用家庭睡眠呼吸检测诊断儿童阻塞性睡眠呼吸暂停,"美国睡眠医学会(AASM,American Academy of Sleep Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/14507
2017 共识声明：抗肿瘤坏死因子治疗炎症性肠病治疗药物监测,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14275
2017 ACOG委员会意见：妊娠期戒烟-临时更新（No.721）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",站内免费下载,https://guide.medlive.cn/guideline/14457
2017 IFCN 脑电图电极安放标准,"国际临床神经生理学联盟(IFCN,International Federation of Clinical Neurophysiology)",有解读站内免费下载,https://guide.medlive.cn/guideline/18350
恶性肿瘤患者康复期营养管理专家共识,"中国营养学会(CNS,Chinese Nutrition Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14273
2017 RCR英国共识：立体定向放疗正常组织剂量限制,"英国皇家放射医学会(RCR,Royal College of Radiologists)",站内免费下载,https://guide.medlive.cn/guideline/14280
2017 NICE技术评估指南：托法替尼治疗中重度类风湿性关节炎（TA480）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/14254
2017 EAST实践管理指南：容量状态的监测和评估模式,"美国东部创伤外科学会(EAST,The Eastern Association for the Surgery of Trauma)",站内免费下载,https://guide.medlive.cn/guideline/14250
2017 HKGS/HKSEMR立场声明：老年糖尿病,"香港老年科医学会(HKGS,Hong Kong Geriatrics Society)",站内免费下载,https://guide.medlive.cn/guideline/14263
原发性骨质疏松症诊疗指南（2017）,中华医学会骨质疏松和骨矿盐疾病分会(Chinese Medical Association),有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/14256
2017 ASCRS临床实践指南：直肠脱垂的治疗,"美国结肠和直肠外科医师学会(ASCRS,American Society of Colon and Rectal Surgeons)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14240
2017 循证建议：乳腺癌18F-FDG PET／CT检查,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14265
2017 AOCC/APAGE共识：接受抗肿瘤坏死因子治疗的炎症性肠病患者结核感染的风险评估和管理,"亚洲克罗恩病和结肠炎组织(AOCC,Asian Organization for Crohn’s and Colitis)",站内免费下载,https://guide.medlive.cn/guideline/14279
2017 SCMR临床建议：心血管MRI检查,"美国心血管核磁共振成像协会(SCMR,Society for Cardiovascular Magnetic Resonance)",有解读站内免费下载,https://guide.medlive.cn/guideline/14245
2017 AHA科学声明：成人先天性心脏病患者非心脏并发症的诊断和管理,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/14243
2017 循证建议：减少髋关节置换假体头颈结合面微动磨损,国外骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14765
2017年日本寻常性痤疮治疗指南（日文版）,"日本皮肤病协会(JDA,Japanese Dermatological Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14748
2017 Barany学会共识：持续性姿势-知觉性头晕的诊断标准,Barany学会(Bárány Society),有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/14294
2017 WFSBP国际共识声明：成人抑郁症治疗中抗抑郁药相关不良事件的监测,"世界生物精神病学会联合会(WFSBP,World Federation of Societies of Biological Psychiatry)",有翻译站内免费下载,https://guide.medlive.cn/guideline/14218
2017 加拿大专家组共识：初级医疗中胰腺外分泌功能不足的诊断和管理,国外消化科相关专家小组（统称）,有解读站内免费下载,https://guide.medlive.cn/guideline/14217
2017 BSR指南：成人系统性红斑狼疮的管理,"英国风湿病学会(BSR,British Society for Rheumatology)",站内免费下载,https://guide.medlive.cn/guideline/14262
2017 EACTS指南：成人心脏手术围术期药物治疗,"欧洲心胸外科协会(EACTS,European Association for Cardio-Thoracic Surgery)",站内免费下载,https://guide.medlive.cn/guideline/14261
电休克治疗方法专家共识（2017版）,中国医师协会电休克与神经刺激专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14268
2017 ADA循证临床实践指南：潜在恶性口腔病变的评估,"美国牙科协会(ADA,American Dental Association)",站内免费下载,https://guide.medlive.cn/guideline/14225
2017 ESPEN专家组建议：防治癌症相关性营养不良的行动,"欧洲临床营养和代谢学会(ESPEN,The European Society for Clinical Nutrition and Metabolism)",站内免费下载,https://guide.medlive.cn/guideline/14799
2017 马萨诸塞州专家小组建议：白内障手术中不良事件的预防,国外麻醉相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14247
非酒精性脂肪性肝病中医诊疗专家共识意见（2017）,中华中医药学会脾胃病分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14221
2015 JAID/JSC感染治疗指南：肠道感染,"日本传染病协会(JAID,Japanese Association for infectious disease)",站内免费下载,https://guide.medlive.cn/guideline/14214
2017 ACOG实践简报：产后出血（No.183）,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/14230
2016 国际共识声明：Leber遗传性视神经病变的临床和治疗管理,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14246
2017 EACTS/EACTA指南：成人心脏手术患者血液管理,"欧洲心胸外科协会(EACTS,European Association for Cardio-Thoracic Surgery)",有解读站内免费下载,https://guide.medlive.cn/guideline/14269
2017 ICCS立场声明：尿路感染儿童膀胱直肠功能障碍的诊断和管理,"国际儿童尿控协会(ICCS,International Children’s Continence Society)",站内免费下载,https://guide.medlive.cn/guideline/14567
2017 SOGC指南：膀胱过度活动症的治疗-聚焦药物治疗（No.353）,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",站内免费下载,https://guide.medlive.cn/guideline/14566
2017 AHA/ASA建议：成人最佳脑健康定义,"美国心脏协会(AHA,American Heart Association)",第三方数据库下载,https://guide.medlive.cn/guideline/14211
2016 SIN共识：慢性肾脏病的营养治疗,"意大利肾病学会(SIN,Italian Society of Nephrology)",站内免费下载,https://guide.medlive.cn/guideline/14511
肺隐球菌病诊治浙江省专家共识,浙江省医学会呼吸病学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/13995
2017 NAF临床政策指南：流产,"国家流产联盟(NAF,National Abortion Federation)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14455
2017 ADS立场声明：精神疾病患者2型糖尿病的预防和管理,"澳大利亚糖尿病协会(ADS,Australian Diabetes Society)",站内免费下载,https://guide.medlive.cn/guideline/14476
2017 IDF临床实践建议：基层医疗中2型糖尿病的管理,"国际糖尿病联盟(IDF,International Diabetes Federation)",第三方数据库下载,https://guide.medlive.cn/guideline/14478
2017 NSF临床指南：儿童时期卒中诊断和急性管理,"澳大利亚国家卒中基金会(NSF,National Stroke Foundation)",站内免费下载,https://guide.medlive.cn/guideline/14681
2017 BHIVA/BASHH指南：HIV暴露前预防,"英国艾滋病协会(BHIVA,British HIV Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14801
2017 欧洲临床艾滋病学会指南（第9版）,"欧洲临床艾滋病学会(EACS,European AIDS Clinical Society)",有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/14802
2017 JAD临床实践指南：着色性干皮病,"日本皮肤病协会(JDA,Japanese Dermatological Association)",站内免费下载,https://guide.medlive.cn/guideline/15841
2017 意大利专家组建议：儿童重症银屑病的治疗,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16053
2017 SDMC最佳实践声明：骨骼发育不良患者围术期管理,"骨骼发育不良管理联盟(SDMC,Skeletal Dysplasia Management Consortium)",站内免费下载,https://guide.medlive.cn/guideline/17532
国家基层高血压防治管理指南（2017 V1.4）,国家心血管病中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/18201
恶性肿瘤放射治疗患者肠内营养专家共识,中国抗癌协会肿瘤营养与支持治疗专业委员会,站内免费下载,https://guide.medlive.cn/guideline/15364
成人暴发性心肌炎诊断与治疗中国专家共识,中华医学会心血管病学分会(Chinese Society of Cardiology),有其他版本站内免费下载,https://guide.medlive.cn/guideline/15019
皮肤瘙痒症中医诊治专家共识( 北京地区),北京中医药学会皮肤性病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/14613
甲状腺外科能量器械应用专家共识（2017版）,中国医师协会外科医师分会,站内免费下载,https://guide.medlive.cn/guideline/14578
直肠癌经肛全直肠系膜切除专家共识及手术操作指南（2017版）,中华医学会外科学分会,站内免费下载,https://guide.medlive.cn/guideline/14563
分化型甲状腺癌颈侧区淋巴结清扫专家共识（2017 版）,中国医师协会外科医师分会,站内免费下载,https://guide.medlive.cn/guideline/14557
药师药学服务胜任力评价标准（试行）,中国药师协会,站内免费下载,https://guide.medlive.cn/guideline/14531
下颌骨放射性骨坏死临床诊疗专家共识,"中华口腔医学会(CSA,Chinese Stomatological Association)",站内免费下载,https://guide.medlive.cn/guideline/14412
热性惊厥诊断治疗与管理专家共识2017实用版,中华医学会儿科学分会神经学组,有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/14388
乳腺磁共振检查及诊断规范专家共识,"中华医学会放射学分会(CSR,chinese society of radiology)",站内免费下载,https://guide.medlive.cn/guideline/14385
中枢神经系统瘤样脱髓鞘病变诊治指南,中国免疫学会神经免疫学分会,站内免费下载,https://guide.medlive.cn/guideline/14363
中医治未病实践指南·药浴干预小儿反复呼吸道感染(制订),中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14344
中医儿科临床诊疗指南·儿童多动症( 修订),中医相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14337
早发性卵巢功能不全的临床诊疗中国专家共识,妇产科相关专家组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/14322
消化道恶性肿瘤合理用药指南,国家卫生计生委合理用药专家委员会,站内免费下载,https://guide.medlive.cn/guideline/14382
安徽省颈椎病分级诊疗指南（2016 版）,中国骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14253
成人手术后疼痛处理专家共识,中华医学会麻醉学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14251
2017 韩国慢性心力衰竭的诊断和管理指南,"韩国心衰学会(KSHF,Korean Society of Heart Failure)",站内免费下载,https://guide.medlive.cn/guideline/14223
原发性IgA肾病诊治循证指南2016,中华医学会儿科学分会肾脏病学组,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/14212
宁泌泰胶囊在下尿路症状中临床应用中国专家共识,宁泌泰胶囊临床应用中国专家共识编写组,站内免费下载,https://guide.medlive.cn/guideline/14204
中国巴雷特食管及其早期腺癌筛查与诊治共识(2017，万宁),国家消化系统疾病临床医学研究中心,站内免费下载,https://guide.medlive.cn/guideline/14202
中国抗癌协会乳腺癌诊治指南与规范（2017年版）,"中国抗癌协会乳腺癌专业委员会(CACA-CBCS,Chinese Anti-Cancer Association, Committee of Breast Cancer Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14201
肠易激综合征中医诊疗专家共识意见（2017）,中华中医药学会脾胃病分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14184
2017 BSR指南：成人原发性干燥综合征的管理,"英国风湿病学会(BSR,British Society for Rheumatology)",站内免费下载,https://guide.medlive.cn/guideline/14199
针灸治疗肩周炎循证临床实践指南,中国针灸学会,有解读站内免费下载,https://guide.medlive.cn/guideline/14272
2017 育龄、妊娠、产后和哺乳期风湿免疫和炎症性疾病患者的评估和管理建议,国外风湿免疫科相关专家小组,第三方数据库下载,https://guide.medlive.cn/guideline/14345
2017 STM临床实践指南：接受肺叶切除术患者的机械通气管理,"转化医学学会(STM,Society for Translational Medicine)",第三方数据库下载,https://guide.medlive.cn/guideline/14624
2017 SNIS指南：ELVO患者血栓切除术后管理,"美国神经介入外科学会(SNIS,Society of NeuroInterventional Surgery)",有翻译站内免费下载,https://guide.medlive.cn/guideline/14224
深静脉血栓形成的诊断和治疗指南（第三版）,中华医学会外科学分会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/14190
紫癜性肾炎诊治循证指南2016,中华医学会儿科学分会肾脏病学组,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/14188
2017 专家共识文件：胃食管反流病的生理评估和诊断进展,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/14196
2017 NICE指南：儿童生长缓慢的识别和管理（NG.75）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/14231
2017 EAACI免疫治疗指南：IgE介导的食物过敏,"欧洲变应性反应与临床免疫学会(EAACI,European Academy of Allergy and Clinical Immunology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14612
中国女性尿路感染诊疗专家共识,"中国女医师协会(CMWA,China Medical Women's Association)",会员可通过APP阅读,https://guide.medlive.cn/guideline/14370
2017 CCO指南：癌症疼痛管理和／或姑息治疗,"加拿大安大略癌症治疗中心(CCO,Cancer Care Ontario)",站内免费下载,https://guide.medlive.cn/guideline/14696
肾动脉狭窄的诊断和处理中国专家共识,中国医疗保健国际交流促进会,站内免费下载,https://guide.medlive.cn/guideline/14166
2017 EAACI免疫治疗指南：变应性鼻结膜炎,"欧洲变应性反应与临床免疫学会(EAACI,European Academy of Allergy and Clinical Immunology)",站内免费下载,https://guide.medlive.cn/guideline/14181
2017 日本造血和淋巴组织肿瘤指南：慢性粒细胞白血病/骨髓增生性肿瘤,"日本血液学会(JSH,Japanese Society of Hematology)",站内免费下载,https://guide.medlive.cn/guideline/14158
2017 SCCM/ESICM指南：危重患者危重症相关性肾上腺皮质功能不全的管理,"美国重症医学会(SCCM,Society of Critical Care Medicine)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/14159
2017 ASCI专家共识：无创心脏影像检查多模式应用标准,"亚洲心血管影像学会(ASCI,Asian Society of Cardiovascular Imaging)",站内免费下载,https://guide.medlive.cn/guideline/14400
