标题,来源,下载方式,链接
2018 ERAS建议：择期结直肠手术围术期护理指南,"促进术后恢复学会(ERAS,The Enhanced Recovery After Surgery Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16831
2018 BSH指南：真性红细胞增多特殊情况和继发性红细胞增多的管理,"英国血液病学学会(BSH,British Society for Haematology)",第三方数据库下载,https://guide.medlive.cn/guideline/16834
2018 ADA立场声明：青年起病的2型糖尿病的评估和管理,"美国糖尿病学会(ADA,American Diabetes Association)",第三方数据库下载,https://guide.medlive.cn/guideline/16832
2018 ABM临床方案#7：支持母乳喂养的示范生育政策,"母乳喂养医学会(ABM,Academy of Breastfeeding Medicine)",站内免费下载,https://guide.medlive.cn/guideline/17265
2018 亚洲共识：上消化道肿瘤内镜检查诊断标准,亚洲消化科专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/16829
2018 AIUM/ACR/SPR/SRU实践参数：发育性髋关节发育不良超声检查评估,"美国医学超声学会(AIUM,American Institute of Ultrasound in Medicine)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/17363
2018 美国血胆固醇管理指南,"美国心脏协会(AHA,American Heart Association)",有解读有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/16798
2018 WHO指南：严重精神障碍成人患者躯体健康状况的管理,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/16799
肺结节诊治中国专家共识（2018年版）,中华医学会呼吸病学分会肺癌学组,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/16886
2018 韩国房颤管理指南,韩国心律学会(Korean Heart Rhythm Society),站内免费下载,https://guide.medlive.cn/guideline/16790
2018 SEIMC共识文件：吸毒者丙型肝炎感染的管理,"西班牙临床微生物和传染病学会(SEIMC,Spanish Society of Clinical Microbiologyand Infectious Diseases)",站内免费下载,https://guide.medlive.cn/guideline/16816
2018 澳大利亚专家共识：斑秃的治疗,国外皮肤性病相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16801
2018 CCS指南：房颤的管理（更新版）,"加拿大心血管学会(CCS,Canadian Cardiovascular Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16797
2019 KDIGO指南第一部分：肾小球疾病的治疗与管理，来自于KDIGO的关于肾脏疾病争论的共识,"改善全球肾脏病预后组织(KDIGO,Kidney Disease: Improving Global Outcomes)",站内免费下载,https://guide.medlive.cn/guideline/19370
2017 ESICM/ESCMID指南：重症患者侵袭性念珠菌病实用管理工作组,"欧洲临床微生物与感染性疾病学会(ESCMID,European Society of Clinical Microbiology and Infectious Diseases)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/26309
α干扰素在儿科临床合理应用专家共识,中国儿科相关医学专家组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/16956
胃黏膜定标活检技术临床应用共识（2018）,中华中医药学会脾胃病分会,站内免费下载,https://guide.medlive.cn/guideline/16774
2018 ACC/AHA/HRS指南：心动过缓和心脏传导延迟患者的评估和管理,"美国心脏病学会(ACC,American College of Cardiology)",有解读站内免费下载,https://guide.medlive.cn/guideline/16772
低分子肝素防治自然流产中国专家共识,低分子肝素防治自然流产中国专家共识编写组,会员可通过APP阅读,https://guide.medlive.cn/guideline/16621
胡蜂螫伤规范化诊治中国专家共识,中国毒理学会中毒及救治专业委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/16947
2018 ILCOR国际共识：心肺复苏和心血管急救治疗推荐-概要,"国际复苏联络委员会(ILCOR,International Liaision Committee on Resuscitation)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/16767
2018 AHA心肺复苏与心血管急救指南：儿童高级生命支持（更新）,"美国心脏协会(AHA,American Heart Association)",有解读有翻译有其他版本站内免费下载,https://guide.medlive.cn/guideline/16768
2018 北美专家共识建议：成人急性淋巴细胞白血病可测量残留病评估和管理,国外血液科相关专家小组,第三方数据库下载,https://guide.medlive.cn/guideline/16776
2018 AHA心肺复苏与心血管急救指南：心跳骤停期间和之后应用抗心律失常药物进行高级生命支持（更新）,"美国心脏协会(AHA,American Heart Association)",有解读有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/16769
2018 ACR适宜性标准：肺癌筛查,"美国放射学会(ACR,American College of Radiology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16795
2019 GOLD慢性阻塞性肺疾病全球倡议：COPD诊断、治疗与预防全球策略,"慢性阻塞性肺疾病全球倡议(GOLD,The Global Initiative for Chronic Obstructive Lung Disease)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/16777
2018 昆士兰临床指南：标准护理,"昆士兰卫生组织(QLD,Queensland Health)",站内免费下载,https://guide.medlive.cn/guideline/16870
2018 ACIP建议：甲型肝炎疫苗暴露后预防以及国际旅行前预暴露预防,"免疫实践咨询委员会(ACIP,Advisory Committee on Immunization Practices)",站内免费下载,https://guide.medlive.cn/guideline/16745
2018 非营养不良儿童急性腹泻的管理建议,"国际儿童胃肠病学、肝病学和营养学会联盟(FISPGHAN,Federation of International Societies of Pediatric Gastroenterology, Hepatology, and Nutrition)",第三方数据库下载,https://guide.medlive.cn/guideline/16763
2018共识声明：心脏植入式电子装置的植入和随访,"印度心律学会(IHRS,Indian Heart Rhythm Society)",站内免费下载,https://guide.medlive.cn/guideline/16808
外阴癌诊断与治疗指南（第四版）,中国抗癌协会妇科肿瘤专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16894
2018 RA临床实践指南：儿童和青年人常染色体显性多囊肾病(ADPKD)或高危人群的监测,"英国肾脏病协会(UKKA,UK Kidney Association)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/17268
2018 ESE循证建议：妊娠期甲状旁腺功能减退的管理,"欧洲内分泌学会(ESE,European Society of Endocrinology)",站内免费下载,https://guide.medlive.cn/guideline/16852
2018 EWALL/EBMT立场声明：造血干细胞移植治疗成人费城染色体阴性急性淋巴细胞白血病首次缓解,"欧洲成人急性淋巴细胞白血病工作组(EWALL,European Working Group for Adult Acute Lymphoblastic Leukemia)",站内免费下载,https://guide.medlive.cn/guideline/16751
2018 国际共识：多发性硬化患者脑健康护理质量标准,国外神经内科相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/16761
2018 WHO建议：非临床干预手段减少不必要剖宫产手术,"世界卫生组织(WHO,The World Health Organization)",站内免费下载,https://guide.medlive.cn/guideline/16785
2018 ISGE循证指南：经阴道子宫切除术,"国际妇科内镜学会(ISGE,International Society for Gynecologic Endoscopy)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/16847
2018 AAO临床指南：细菌性角膜炎,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18283
2018 JBDS-IP指南：糖尿病卒中患者住院肠内营养期间的血糖管理,"英国糖尿病协会联合住院治疗组(JBDS-IP,Joint British Diabetes Societiesfor Inpatient Care Group)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18362
2018 AAO临床指南：干眼综合征,"美国眼科学会(AAO,American Academy of Ophthalmology)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/18359
2018 AAO临床指南：睑缘炎,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18414
2018 AAO临床指南：角膜扩张,"美国眼科学会(AAO,American Academy of Ophthalmology)",站内免费下载,https://guide.medlive.cn/guideline/18688
2018 AAO临床指南：结膜炎,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/18694
2018 AAO临床指南：角膜水肿和浑浊,"美国眼科学会(AAO,American Academy of Ophthalmology)",站内免费下载,https://guide.medlive.cn/guideline/18746
2018 BAUS指南：急性输尿管绞痛的管理,"英国泌尿外科医师学会(BAUS,British Association of Urological Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/20737
2018 加拿大循证指南：慢性淋巴细胞白血病的一线治疗,"加拿大安大略癌症治疗中心(CCO,Cancer Care Ontario)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16898
2018 加拿大专家共识：癌症相关血栓形成的治疗策略,国外肿瘤科相关专家小组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16900
2018 SIVA安全实践指南：全凭静脉麻醉,"静脉麻醉学会(SIVA,Society for Intravenous Anaesthesia)",站内免费下载,https://guide.medlive.cn/guideline/16738
2018 NICE/PHE指南：下尿路感染处方抗菌药（NG.109）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/16719
2018 NICE/PHE指南：复发性尿路感染处方抗菌药（NG.112）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/16723
2018 NICE/PHE指南：急性前列腺炎处方抗菌药（NG.110）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/16742
2018 NICE/PHE指南：急性肾盂肾炎处方抗菌药（NG.111）,"英国国家卫生与临床优化研究所 (NICE,National Institute for Health and Clinical Excellence)",站内免费下载,https://guide.medlive.cn/guideline/16727
经口腔前庭入路腔镜甲状腺手术专家共识（2018版）,中国医师协会外科医师分会,站内免费下载,https://guide.medlive.cn/guideline/16991
胰岛素抵抗评估方法和应用的专家指导意见,"中华医学会糖尿病学分会(CDS,Chinese Diabetes Society)",会员可通过APP阅读,https://guide.medlive.cn/guideline/16966
黄莪胶囊在良性前列腺增生临床应用中国专家共识,"中国中医药信息研究会(CIATCM,China Information Association For Traditional Chinese Medicine and Pharmacy)",站内免费下载,https://guide.medlive.cn/guideline/16899
急性胆囊炎中西医结合诊疗共识意见,中国中西医结合学会消化系统疾病专业委员会,站内免费下载,https://guide.medlive.cn/guideline/16779
急性酒精中毒中医诊疗专家共识,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/16749
髓过氧化物酶、心脏脂肪酸结合蛋白和心肌肌钙蛋白I联合检测在急性冠脉综合症中应用专家共识（2018）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/17654
点阵激光临床应用专家共识,中国医师协会美容与整形医师分会,站内免费下载,https://guide.medlive.cn/guideline/17397
复旦大学附属中山医院多发性骨髓瘤诊疗规范（v1.2019）,复旦大学附属中山医院血液科,站内免费下载,https://guide.medlive.cn/guideline/17330
2018 临床实践指南：下肢截肢患者假肢的选择,国外骨科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16927
2018 专家共识：血液肿瘤和静脉血栓栓塞的血小板减少患者血小板阻断抗凝治疗,国外血液科相关专家小组,第三方数据库下载,https://guide.medlive.cn/guideline/16815
整合酶抑制剂临床应用专家共识,中华医学会热带病与寄生虫学分会艾滋病学组,站内免费下载,https://guide.medlive.cn/guideline/16867
单纯超声心动图引导经皮介入技术中国专家共识,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/16866
浙江省数字影像服务专家共识,浙江省医学会放射学分会,站内免费下载,https://guide.medlive.cn/guideline/16859
中国儿童胸膜肺母细胞瘤诊疗建议,中华医学会儿科学分会血液学组,站内免费下载,https://guide.medlive.cn/guideline/16851
2018 ACFAS/AANP共识声明：足踝部痛风性关节炎的病因，诊断和治疗共识,"美国足踝外科医师协会(ACFAS,American College of Foot and Ankle Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/16702
2018 专家共识：高尿酸血症和高心血管风险患者的诊断和治疗,国外心血管相关专家小组（统称）,有翻译有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/16773
中国呼吸重症康复治疗技术专家共识,中国康复医学会(Chinese Association Of Rehabilitation Medicine),站内免费下载,https://guide.medlive.cn/guideline/16800
乳腺超声若干临床常见问题专家共识（2018版）,中国超声医学工程学会,有解读站内免费下载,https://guide.medlive.cn/guideline/16724
异种移植临床研究指导意见（2018建议版）,中华医学会器官移植学分会,站内免费下载,https://guide.medlive.cn/guideline/16717
参附注射液急重症临床应用专家共识,"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",站内免费下载,https://guide.medlive.cn/guideline/16711
特殊健康状态儿童预防接种专家共识之二—支气管哮喘与预防接种,上海市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16707
2018 国际专家共识：复发和转移性肝细胞癌切除术后多学科管理,国际肝癌相关专家小组,第三方数据库下载,https://guide.medlive.cn/guideline/16952
甲状腺围手术期甲状旁腺功能保护指南（2018版）,中国医师协会外科医师分会,有解读站内免费下载,https://guide.medlive.cn/guideline/17038
2018 EACVI声明：心脏病学多峰成像检查,"欧洲协会心血管影像协会(EACVI,European Association of Cardiovascular Imaging)",站内免费下载,https://guide.medlive.cn/guideline/17444
儿童青少年糖尿病营养治疗专家共识（2018版）,《儿童青少年糖尿病营养治疗专家共识(2018版)》编写委员会,站内免费下载,https://guide.medlive.cn/guideline/16871
2018 全球共识指南：注射稀释以及高度稀释的羟基磷灰石钙用以紧致肌肤,国外整形外科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16696
2018 共识报告：非手术牙周治疗期间全身性抗生素的应用,国外口腔科相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16756
2018 AAD指南：原发性皮肤黑色素瘤的管理,"美国皮肤病学会(AAD,American Academy of Dermatology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16780
2018 最佳实践指南：钝性脑血管损伤(BCVI),国外神经外科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16725
2018 专家共识建议：接受积极治疗的骨髓增生异常综合征患者感染控制,国外血液科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/16857
2018 INMSG指南：监测信号丢失的双侧甲状腺手术分期,"国际神经监测学组(INMSG,International Neural Monitoring Study Group)",站内免费下载,https://guide.medlive.cn/guideline/18146
药源性（抗胆碱能）认知功能障碍健康管理共识,广东省药学会,站内免费下载,https://guide.medlive.cn/guideline/16781
2018 南非血脂异常指南,"南非心脏协会(SA Heart,South African Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/16826
2018 BC指南：C反应蛋白和红细胞沉降率检测（草稿）,"不列颠哥伦比亚省临床实践指南中心(BC,Clinical Practice Guidelines and Protocols in British Columbia)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16765
儿童青少年近视筛查规范,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/16734
国家基本药物目录（2018年版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/16671
子宫肉瘤诊断与治疗指南（第四版）,中国抗癌协会妇科肿瘤专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16689
2018 AIMO/SIMIT意见书：积极治疗恶性肿瘤的丙肝病毒阳性患者的管理,"意大利肿瘤协会(AIMO,Associazione Italiana di Oncologia Medica)",站内免费下载,https://guide.medlive.cn/guideline/16972
2018 ACOG委员会意见：围产期抑郁筛查（No.757）-临时更新,"美国妇产科医师学会(ACOG,American College of Obstetricians and Gynecologists)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16658
2018 CPS立场声明：儿童和青少年注意缺陷多动障碍,"加拿大儿科学会(CPS,Canadian Paediatric Society)",有解读站内免费下载,https://guide.medlive.cn/guideline/16726
2018 BC指南：甲状腺功能检测在甲状腺功能障碍的诊断和监测中的应用,"不列颠哥伦比亚省临床实践指南中心(BC,Clinical Practice Guidelines and Protocols in British Columbia)",站内免费下载,https://guide.medlive.cn/guideline/17025
2018 SCCT专家共识声明：女性患者冠脉CT检查,"美国心血管计算机断层扫描学会(SCCT,Society of Cardiovascular Computed Tomography)",有解读站内免费下载,https://guide.medlive.cn/guideline/16775
2018 EACVI立场声明：手持超声设备的应用（更新）,"欧洲协会心血管影像协会(EACVI,European Association of Cardiovascular Imaging)",站内免费下载,https://guide.medlive.cn/guideline/16657
中国小肠镜临床应用指南,"中华医学会内镜学分会(CSDE,Chinese Society of Digestive Endoscopy)",有解读站内免费下载,https://guide.medlive.cn/guideline/17006
2018 GESA共识声明：内镜检查产碳青霉烯肠杆菌科感染控制,"澳大利亚胃肠病学会(GESA,Gastroenterological Seciety of Australia)",站内免费下载,https://guide.medlive.cn/guideline/16647
类风湿关节炎病证结合诊疗指南,"中华中医药学会(CACM,China Association of Chinese Medcine)",站内免费下载,https://guide.medlive.cn/guideline/16750
非危重新生儿救治中心医疗机构新生儿急诊、分诊、评估和治疗工作指南,中国医师协会新生儿科医师分会,站内免费下载,https://guide.medlive.cn/guideline/17174
特殊健康状态儿童预防接种专家共识之一—早产儿与预防接种,杭州市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16692
关于胚胎移植数目的中国专家共识,中华医学会生殖医学分会,有解读站内免费下载,https://guide.medlive.cn/guideline/16642
院前急救雾化治疗流程指引,国内急诊/重症相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16641
婴幼儿脑损伤神经修复治疗专家共识,"中国医师协会(CMDA,Chinese Medical Doctor Assdociation)",站内免费下载,https://guide.medlive.cn/guideline/16633
卵子捐赠与供/受卵相关问题的中国专家共识,中华医学会生殖医学分会,站内免费下载,https://guide.medlive.cn/guideline/16625
结直肠癌肺转移多学科综合治疗专家共识（2018版）,中国医师协会外科医师分会,站内免费下载,https://guide.medlive.cn/guideline/16994
剖宫产瘢痕妊娠诊断与介入治疗江苏共识,江苏省妇幼保健协会妇产介入分会,站内免费下载,https://guide.medlive.cn/guideline/16864
2019 加拿大指南：妊娠期间体育活动,"加拿大妇产科医生协会(SOGC,Society of Obstetricians and Gynaecologists of Canada)",有解读站内免费下载,https://guide.medlive.cn/guideline/16634
2018 临床实践指南：急性病患者氧疗,国外急诊/重症相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16674
2018 欧洲临床艾滋病学会指南（v 9.1）,"欧洲临床艾滋病学会(EACS,European AIDS Clinical Society)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16782
特殊健康状态儿童预防接种专家共识之三—原发性免疫缺陷病的预防接种,上海市疾病预防控制中心,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16716
2018 SMFM咨询系列#46：羊水过多的评估和管理,"母胎医学会(SMFM,Society for Maternal-Fetal Medicine)",站内免费下载,https://guide.medlive.cn/guideline/17278
2018 RNAO临床实践指南：围产期抑郁的评估和干预（第2版）,"安大略省注册护士协会(RNAO,Registered Nurses'Association of Ontario)",站内免费下载,https://guide.medlive.cn/guideline/17412
2018 ASPEN指南：成人家庭肠外营养中心静脉同路装置的选择和护理,"美国肠外肠内营养学会(ASPEN,American Society for Parenteral and Enteral Nutrition)",站内免费下载,https://guide.medlive.cn/guideline/16623
老年人药物相关性跌倒预防管理专家共识,广东省药学会,站内免费下载,https://guide.medlive.cn/guideline/16613
2018 ISBI实践指南：烧伤的护理(第2部分),"国际烧伤学会(ISBI,International Society for Burn Injury)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/16648
2018 ILROG指南：成人纵隔淋巴瘤的质子治疗,"国际淋巴瘤放射学组(ILROG,International Lymphoma Radiation Oncology Group)",第三方数据库下载,https://guide.medlive.cn/guideline/16635
2018 AAOS/NIH U-13会议共识建议：优化骨科手术中生物制剂的应用,"美国骨科医师学会(AAOS,American Academy of Orthopaedic Surgeons)",站内免费下载,https://guide.medlive.cn/guideline/16550
2018 ESDO建议：遗传性胃肠道肿瘤的筛查和监测,"欧洲消化肿瘤学会(ESDO,European Society of Digestive Oncology)",站内免费下载,https://guide.medlive.cn/guideline/16629
2018 意见书：执行功能障碍性疾病及其诊断,国外神经内科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16890
2018 ILTS亚洲共识：资源有限地区丙型肝炎感染的管理-从非肝硬化到失代偿疾病再到肝移植,"国际肝移植学会(ILTS,International Liver Transplant Society)",有翻译站内免费下载,https://guide.medlive.cn/guideline/16640
剖宫产后中期妊娠胎盘前置状态伴植入终止妊娠的专家共识,中华医学会计划生育学分会,会员可通过APP阅读,https://guide.medlive.cn/guideline/16982
2018共识建议：轻中度溃疡性结肠炎以患者为中心的治疗方案,国外消化科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16616
2018 SER建议：生物疗法治疗中轴型脊柱关节炎,"西班牙风湿病学会(SSR,Spanish Society of Rheumatology)",第三方数据库下载,https://guide.medlive.cn/guideline/16912
重型β地中海贫血的诊断和治疗指南（2017年版）,中华医学会儿科学分会血液学组,有解读有其他版本会员可通过APP阅读,https://guide.medlive.cn/guideline/16923
2018 AGA指南：阿片类药物引起便秘的医学管理,"美国胃肠病协会(AGA,American Gastroenterological Association)",站内免费下载,https://guide.medlive.cn/guideline/16624
2018 意大利甲状腺超声检查报告共识,"意大利内分泌学会(SIE,Italian Society of Endocrinology)",站内免费下载,https://guide.medlive.cn/guideline/16617
2018 KHA-CARI指南：血液透析中心感染控制建议,"澳大利亚肾病指南委员会(CARI,Caring for Australasians with Renal Impairment)",站内免费下载,https://guide.medlive.cn/guideline/16611
2018 丹麦呼吸学会意见书：慢性进行性非恶性肺病患者的姑息治疗,丹麦呼吸学会(Danish respiratory society),站内免费下载,https://guide.medlive.cn/guideline/16713
中国血栓性疾病防治指南,《中国血栓性疾病防治指南》专家委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/16983
2018 循证临床实践指南：特发性帕金森病的补充和替代疗法,国外神经内科相关专家小组（统称）,有解读站内免费下载,https://guide.medlive.cn/guideline/16740
2018 ECDC科学建议：欧盟潜伏性结核感染程序化管理,"欧洲疾病预防控制中心(ECDC,European Centre for Disease Prevention and Control)",站内免费下载,https://guide.medlive.cn/guideline/16620
冷冻胚胎保存时限的中国专家共识,中华医学会生殖医学分会,站内免费下载,https://guide.medlive.cn/guideline/16614
中国绝经管理与绝经激素治疗指南（2018）,中华医学会妇产科学分会绝经学组,有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/16600
2018 KAAAC循证临床实践指南：成人和儿童慢性咳嗽的管理,"韩国变应性反应与临床免疫学会(KAAACI,Korean Academy of Asthma, Allergy and Clinical Immunology)",站内免费下载,https://guide.medlive.cn/guideline/16579
妊娠期阻塞性睡眠呼吸暂停低通气综合征临床诊治专家共识（草案）,中华医学会呼吸病学分会睡眠呼吸障碍学组,站内免费下载,https://guide.medlive.cn/guideline/16577
非小细胞肺癌术后辅助治疗 中国胸外科专家共识（2018版）,中国抗癌协会肺癌专业委员会,站内免费下载,https://guide.medlive.cn/guideline/16568
稳定性冠心病诊断与治疗指南,中华医学会心血管病学分会(Chinese Society of Cardiology),会员可通过APP阅读,https://guide.medlive.cn/guideline/16971
2018 ISUOG实践指南：先兆子痫的超声筛查和随访,"国际妇产科超声学会(ISUOG,International Society of Ultrasound in Obstetrics and Gynecology)",第三方数据库下载,https://guide.medlive.cn/guideline/16586
2018 意大利专家共识声明：优化PD1抑制剂治疗经典霍奇金淋巴瘤,国外血液科相关专家小组,站内免费下载,https://guide.medlive.cn/guideline/16602
2018 儿童和青少年应用抗CGRP单克隆抗体建议,国外神经内科相关专家小组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/16603
2018 与麻醉和手术相关的认知改变的命名建议,国外麻醉相关专家组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/16604
2018 荷兰国家指南：脊柱转移瘤的临床管理,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16637
2018 FIGO癌症报告,"国际妇产科联盟(FIGO,International Federation of Gynecology and Obstetrics)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/16559
2018 欧洲共识：肌少症的定义和诊断（更新版）,"欧洲老年肌少症工作组(EWGSOP,European Working Group on Sarcopenia in Older People)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/16578
2018 EACTS/ESVS专家共识：累及主动脉弓的胸主动脉病变的治疗建议和当前观点,"欧洲心胸外科协会(EACTS,European Association for Cardio-Thoracic Surgery)",站内免费下载,https://guide.medlive.cn/guideline/16572
2018 CHEST指南：成人和儿童白日咳相关咳嗽的临床诊断,"美国胸科医师学会(ACCP,American College of Chest Physicians)",第三方数据库下载,https://guide.medlive.cn/guideline/16619
2018 CUA指南：男性下尿路症状/良性前列腺增生(更新版),"加拿大泌尿外科协会(CUA,Canadian Urological Association)",有其他版本第三方数据库下载,https://guide.medlive.cn/guideline/16609
2018 加拿大专家共识：常染色体显性遗传性多囊肾疾病的疾病进展风险评估和药物治疗（更新）,"加拿大肾脏病学会(CSN,CANADIAN SOCIETY OF NEPHROLOGY)",站内免费下载,https://guide.medlive.cn/guideline/16650
2018 丹麦循证指南：糖尿病视网膜病变的筛查,"丹麦眼科学会(DOS,Danish Ophthalmological Society)",第三方数据库下载,https://guide.medlive.cn/guideline/16566
2018 ASTRO指南：局限性前列腺癌大分割放射治疗（概要）,"美国放射治疗及肿瘤学会(ASTRO,American Society for Therapeutic Radiology and Oncology)",站内免费下载,https://guide.medlive.cn/guideline/16601
2018 FSC意见书：ICU内心源性休克患者机械循环支持,"法国心血管学会(FSC,French Society of Cardiology)",站内免费下载,https://guide.medlive.cn/guideline/16594
2018 AIUM/ACR/ACOG/SMFM/SRU实践参数：产科超声检查诊断标准,"美国医学超声学会(AIUM,American Institute of Ultrasound in Medicine)",站内免费下载,https://guide.medlive.cn/guideline/16652
2018 AHA科学声明：特纳综合征的心血管健康,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/16690
重症患者早期肠内营养临床实践专家共识,国内急诊/重症相关专家小组（统称）,会员可通过APP阅读,https://guide.medlive.cn/guideline/17020
2018 香港结直肠癌预防和筛查建议,中国肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/16593
胸部恶性肿瘤围术期静脉血栓栓塞症预防 中国专家共识（2018版）,中国胸外科静脉血栓栓塞症研究协作组,有解读站内免费下载,https://guide.medlive.cn/guideline/16590
中国骨质疏松性骨折围手术期处理专家共识（2018）,"中华医学会骨科学分会(COA,Chinese Orthopaedic Association)",站内免费下载,https://guide.medlive.cn/guideline/16539
2018 国家MS学会建议：多发性硬化的认知筛查和管理,国家多发性硬化学会(National MS Society),第三方数据库下载,https://guide.medlive.cn/guideline/16580
2018 EPA指南：体力活动作为严重精神疾病的一种治疗方法,"欧洲精神病学协会(EPA,European Psychiatric Association)",站内免费下载,https://guide.medlive.cn/guideline/16605
2018 SFR建议：类风湿性关节炎的管理（更新）,"法国风湿病学学会(SFR,French Society for Rheumatology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/16575
2018 加拿大初级医疗中心血管疾病的预防和管理指南（更新版）,国外心血管相关专家小组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/16567
肝硬化肝性脑病诊疗指南,"中华医学会肝病学分会(Chinese Society of Hepatology, CMA)",有解读站内免费下载,https://guide.medlive.cn/guideline/16558
2018 ERAS/ESTS指南建议：促进肺外科手术后恢复,"促进术后恢复学会(ERAS,The Enhanced Recovery After Surgery Society)",站内免费下载,https://guide.medlive.cn/guideline/16564
儿童急性早幼粒细胞白血病诊疗规范（2018年版）,中华人民共和国国家卫生健康委员会,有解读站内免费下载,https://guide.medlive.cn/guideline/16599
儿童急性淋巴细胞白血病诊疗规范（2018版）,中华人民共和国国家卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/16597
临床微生物标本采集和送检指南,"中华预防医学会(CPMA,Chinese Preventive Medicine Association)",站内免费下载,https://guide.medlive.cn/guideline/16588
2018 EHF指南：特发性颅内压增高,"欧洲头痛联盟(EHF,European Headache Federation)",站内免费下载,https://guide.medlive.cn/guideline/16540
